pl_name,hostname,hostname_canon,discoverymethod,discoverymethod_canon,disc_year,disc_year_int,disc_year_bad,disc_era,pl_orbper,pl_rade,pl_bmasse,pl_eqt,sy_dist,ra,dec
HIP 79431 b,HIP 79431,hip 79431,Radial Velocity,radial velocity,2009,2009,false,2000s,111.7,13.4,667.415,,14.5324,243.1742467,-18.8764247
HD 47186 c,HD 47186,hd 47186,Radial Velocity,radial velocity,2008,2008,false,2000s,1353.6,13.0,111.42,,37.4574,99.0367212,-27.6234285
HD 114783 b,HD 114783,hd 114783,Radial Velocity,radial velocity,2001,2001,false,2000s,493.7,13.7,349.6,,21.0628,198.1818436,-2.2649921
HD 148156 b,HD 148156,hd 148156,Radial Velocity,radial velocity,2009,2009,false,2000s,1027.0,13.9,270.144,,57.1289,247.0723035,-46.3175085
HD 12661 c,HD 12661,hd 12661,Radial Velocity,radial velocity,2002,2002,false,2000s,1708.0,13.2,899.45439181,,37.8478,31.1423525,25.4135632
HIP 14810 c,HIP 14810,hip 14810,Radial Velocity,radial velocity,2006,2006,false,2000s,147.747,13.6,416.3573,,50.48,47.809275,21.0971302
HIP 14810 b,HIP 14810,hip 14810,Radial Velocity,radial velocity,2005,2005,false,2000s,6.673892,13.0,1239.537,,50.48,47.809275,21.0971302
GJ 876 d,GJ 876,gj 876,Radial Velocity,radial velocity,2005,2005,false,2000s,1.93778,2.51,6.83,,4.67517,343.3239737,-14.2665958
gam1 Leo b,gam1 Leo,gam1 leo,Radial Velocity,radial velocity,2009,2009,false,2000s,428.5,12.5,2790.43,,39.8883,154.993208,19.841389
HD 156411 b,HD 156411,hd 156411,Radial Velocity,radial velocity,2009,2009,false,2000s,842.2,14.0,235.18,,56.8655,259.9639522,-48.5502313
BD+20 2457 b,BD+20 2457,bd+20 2457,Radial Velocity,radial velocity,2009,2009,false,2000s,379.63,12.1,6807.63,,1539.71,154.186782,19.8912626
HD 240210 b,HD 240210,hd 240210,Radial Velocity,radial velocity,2009,2009,false,2000s,501.75,12.8,1655.82,,372.405,347.6219227,57.0294818
HD 68988 b,HD 68988,hd 68988,Radial Velocity,radial velocity,2001,2001,false,2000s,6.27711,13.4,626.1251,,60.8447,124.5935429,61.4608518
HD 90156 b,HD 90156,hd 90156,Radial Velocity,radial velocity,2009,2009,false,2000s,49.77,4.43,17.98,,21.9496,155.9801144,-29.645103
HD 45350 b,HD 45350,hd 45350,Radial Velocity,radial velocity,2004,2004,false,2000s,963.6,13.5,568.89,,46.8733,97.1902262,38.9627315
OGLE-TR-111 b,OGLE-TR-111,ogle-tr-111,Transit,transit,2004,2004,false,2000s,4.0144463,11.421971,174.799,1019.0,1068.33,163.324115,-61.4056976
MOA-2007-BLG-192L b,MOA-2007-BLG-192L,moa-2007-blg-192l,Microlensing,microlensing,2008,2008,false,2000s,,1.63,3.3,,1000.0,272.015825,-27.150075
HD 107148 b,HD 107148,hd 107148,Radial Velocity,radial velocity,2005,2005,false,2000s,48.056,9.6,66.741,,49.4156,184.8059773,-3.3199927
SWEEPS-11 b,SWEEPS-11,sweeps-11,Transit,transit,2006,2006,false,2000s,1.796,12.666,3082.82,,8500.0,269.7583333,-29.1981944
OGLE-TR-211 b,OGLE-TR-211,ogle-tr-211,Transit,transit,2007,2007,false,2000s,3.67724,15.244,327.351,1686.0,1515.26,160.0598236,-62.4555353
Lupus-TR-3 b,Lupus-TR-3,lupus-tr-3,Transit,transit,2007,2007,false,2000s,3.91405,9.976,257.431,,773.409,232.5774696,-42.9799461
OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,ogle-2005-blg-390l,Microlensing,microlensing,2005,2005,false,2000s,3285.0,2.21,5.5,50.0,6600.0,268.579958,-30.3773056
HN Peg b,HN Peg,hn peg,Imaging,imaging,2006,2006,false,2000s,,11.7768,6991.57,,18.1186,326.1315705,14.7714524
GJ 674 b,GJ 674,gj 674,Radial Velocity,radial velocity,2007,2007,false,2000s,4.6938,3.33,11.09,,4.54896,262.1700476,-46.8989826
OGLE-TR-10 b,OGLE-TR-10,ogle-tr-10,Transit,transit,2004,2004,false,2000s,3.101278,14.011,197.046,1702.0,1344.97,267.8677483,-29.8764758
HD 27442 b,HD 27442,hd 27442,Radial Velocity,radial velocity,2000,2000,false,2000s,428.1,13.5,495.8,,18.2704,64.1205476,-59.3028771
GJ 3021 b,GJ 3021,gj 3021,Radial Velocity,radial velocity,2000,2000,false,2000s,133.71,13.1,1071.04,350.0,17.5559,4.0634323,-79.8514218
HD 46375 b,HD 46375,hd 46375,Radial Velocity,radial velocity,2000,2000,false,2000s,3.023573,10.0,71.8,,29.5529,98.3030763,5.4625071
HD 221287 b,HD 221287,hd 221287,Radial Velocity,radial velocity,2007,2007,false,2000s,456.1,13.1,982.05,,55.9231,352.836223,-58.209754
HD 33564 b,HD 33564,hd 33564,Radial Velocity,radial velocity,2005,2005,false,2000s,388.0,12.5,2892.1,,20.9531,80.6378979,79.2318488
HD 189733 b,HD 189733,hd 189733,Radial Velocity,radial velocity,2005,2005,false,2000s,2.21857567,12.66617,359.1479,1209.0,19.7638,300.1821223,22.7097759
OGLE2-TR-L9 b,OGLE2-TR-L9,ogle2-tr-l9,Transit,transit,2008,2008,false,2000s,2.4855335,18.046,1430.175,2034.0,1627.63,166.9798793,-61.1462496
Kepler-4 b,Kepler-4,kepler-4,Transit,transit,2009,2009,false,2000s,3.21346,4.002,24.472,1650.0,487.916,285.6154492,50.1357712
HAT-P-13 c,HAT-P-13,hat-p-13,Radial Velocity,radial velocity,2009,2009,false,2000s,446.27,12.3,4538.421,340.0,246.81,129.8823772,47.3519076
HD 129445 b,HD 129445,hd 129445,Radial Velocity,radial velocity,2009,2009,false,2000s,1840.0,13.3,797.74930157,,67.4386,221.5104196,-68.7629901
HD 70573 b,HD 70573,hd 70573,Radial Velocity,radial velocity,2007,2007,false,2000s,851.8,12.8,1900.0,,59.182,125.7079153,1.8591088
HD 47536 b,HD 47536,hd 47536,Radial Velocity,radial velocity,2002,2002,false,2000s,712.13,12.6,2330.0,,122.536,99.448958,-32.3394531
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,moa-2008-blg-310l,Microlensing,microlensing,2009,2009,false,2000s,,5.18,23.4,,7700.0,268.560542,-34.7780528
HD 24040 b,HD 24040,hd 24040,Radial Velocity,radial velocity,2006,2006,false,2000s,3668.0,12.9,1589.142035,,46.6224,57.5962104,17.4752873
HD 11964 c,HD 11964,hd 11964,Radial Velocity,radial velocity,2008,2008,false,2000s,37.91,5.38,25.0,,33.5369,29.2884252,-10.2434693
CoRoT-6 b,CoRoT-6,corot-6,Transit,transit,2009,2009,false,2000s,8.886593,13.068,940.74,1017.0,645.294,281.0725563,6.6632062
CHXR 73 b,CHXR 73,chxr 73,Imaging,imaging,2006,2006,false,2000s,,12.3,3994.486,,190.374,166.6193985,-77.6258725
FU Tau b,FU Tau,fu tau,Imaging,imaging,2008,2008,false,2000s,,12.2,5085.28,2375.0,133.4950466,65.8974962,25.0506711
HD 168443 c,HD 168443,hd 168443,Radial Velocity,radial velocity,2000,2000,false,2000s,1753.1096,12.2,5500.33841154,,39.6245,275.0159879,-9.5966905
HD 82943 c,HD 82943,hd 82943,Radial Velocity,radial velocity,2003,2003,false,2000s,220.078,13.4,622.603,,27.5902,143.7114034,-12.1302976
HD 82943 b,HD 82943,hd 82943,Radial Velocity,radial velocity,2003,2003,false,2000s,441.47,13.5,534.25,,27.5902,143.7114034,-12.1302976
WASP-14 b,WASP-14,wasp-14,Transit,transit,2008,2008,false,2000s,2.24375,15.46842,2809.6172,1872.0,161.997,218.2766247,21.8946875
HAT-P-2 b,HAT-P-2,hat-p-2,Transit,transit,2007,2007,false,2000s,5.6335158,10.659759,2866.81223114,1540.0,127.774,245.1514324,41.0479601
HAT-P-7 b,HAT-P-7,hat-p-7,Transit,transit,2008,2008,false,2000s,2.20474,16.92559,584.8072,2733.0,341.079,292.24719,47.9695429
HD 217107 c,HD 217107,hd 217107,Radial Velocity,radial velocity,2005,2005,false,2000s,4270.0,12.9,1430.2278315,,20.0619,344.5647243,-2.3954489
HD 27894 b,HD 27894,hd 27894,Radial Velocity,radial velocity,2005,2005,false,2000s,18.01939,14.1,196.73578393,,43.8214,65.1975693,-59.4096776
HD 215497 c,HD 215497,hd 215497,Radial Velocity,radial velocity,2009,2009,false,2000s,566.0,13.0,111.23994245,,40.5468,341.652714,-56.5997984
HD 190984 b,HD 190984,hd 190984,Radial Velocity,radial velocity,2009,2009,false,2000s,4885.0,13.0,1137.82569706,,148.187,302.8779827,-64.6202728
HD 50554 b,HD 50554,hd 50554,Radial Velocity,radial velocity,2002,2002,false,2000s,1293.0,12.8,1859.29618095,,31.1664,103.678273,24.2451409
HD 183263 b,HD 183263,hd 183263,Radial Velocity,radial velocity,2004,2004,false,2000s,624.87404,13.1,1103.1824007,,54.1955,292.1022982,8.3579183
USco CTIO 108 b,USco CTIO 108,usco ctio 108,Imaging,imaging,2008,2008,false,2000s,,12.3,4449.62,,144.019,241.4752653,-18.3124167
HD 155358 c,HD 155358,hd 155358,Radial Velocity,radial velocity,2007,2007,false,2000s,391.9,13.9,261.0,,43.6197,257.3930947,33.3549277
HD 183263 c,HD 183263,hd 183263,Radial Velocity,radial velocity,2008,2008,false,2000s,4667.97841,12.5,2958.98246917,,54.1955,292.1022982,8.3579183
V0391 Peg b,V0391 Peg,v0391 peg,Pulsation Timing Variations,pulsation timing variations,2007,2007,false,2000s,1170.0,13.1,1017.056,,1195.98,331.0504119,26.4188227
XO-5 b,XO-5,xo-5,Transit,transit,2008,2008,false,2000s,4.1877558,12.78,378.2,1230.0,276.211,116.7163868,39.0944695
WASP-16 b,WASP-16,wasp-16,Transit,transit,2009,2009,false,2000s,3.1186,13.67498,394.1092,1389.0,194.134,214.6830109,-20.2754374
WASP-17 b,WASP-17,wasp-17,Transit,transit,2009,2009,false,2000s,3.73543,20.96083,247.9074,1755.0,405.908,239.9622479,-28.0617941
WASP-18 b,WASP-18,wasp-18,Transit,transit,2009,2009,false,2000s,0.94145223,13.89913607,3241.8497514,2429.0,123.483,24.3544618,-45.6777937
WASP-19 b,WASP-19,wasp-19,Transit,transit,2009,2009,false,2000s,0.78883852,15.86070769,366.77398168,2113.0,268.325,148.4167672,-45.6591078
HD 73526 c,HD 73526,hd 73526,Radial Velocity,radial velocity,2005,2005,false,2000s,379.1,13.3,715.09,,97.2396,129.318331,-41.3184231
DP Leo b,DP Leo,dp leo,Eclipse Timing Variations,eclipse timing variations,2009,2009,false,2000s,10220.0,12.7,1995.88832,,305.684,169.3162193,17.9615717
WASP-11 b,WASP-11,wasp-11,Transit,transit,2008,2008,false,2000s,3.72247,12.44199,251.0857,992.0,124.73,47.3689472,30.6733817
HR 8799 b,HR 8799,hr 8799,Imaging,imaging,2008,2008,false,2000s,170000.0,13.0,2000.0,1200.0,41.2441,346.8701486,21.1340376
HR 8799 c,HR 8799,hr 8799,Imaging,imaging,2008,2008,false,2000s,69000.0,13.0,3000.0,1200.0,41.2441,346.8701486,21.1340376
HR 8799 d,HR 8799,hr 8799,Imaging,imaging,2008,2008,false,2000s,37000.0,13.0,3000.0,1300.0,41.2441,346.8701486,21.1340376
WASP-7 b,WASP-7,wasp-7,Transit,transit,2008,2008,false,2000s,4.9546416,14.90797,305.1168,1487.0,162.303,311.0427558,-39.2254856
HD 154345 b,HD 154345,hd 154345,Radial Velocity,radial velocity,2006,2006,false,2000s,3341.55884,13.7,378.21580433,,18.284,255.6524619,47.0855544
HD 181433 b,HD 181433,hd 181433,Radial Velocity,radial velocity,2008,2008,false,2000s,9.3743,,1708.64551603,,26.8762,291.2873731,-66.4677838
BD-08 2823 c,BD-08 2823,bd-08 2823,Radial Velocity,radial velocity,2009,2009,false,2000s,237.6,12.5,104.0,,41.3342,150.1971964,-9.5165689
HD 187123 c,HD 187123,hd 187123,Radial Velocity,radial velocity,2008,2008,false,2000s,3810.0,13.2,912.16752809,,45.9548,296.7428786,34.41899
GJ 1214 b,GJ 1214,gj 1214,Transit,transit,2009,2009,false,2000s,1.580404531,2.733,8.41,567.0,14.6427,258.8313991,4.9606795
WASP-1 b,WASP-1,wasp-1,Transit,transit,2007,2007,false,2000s,2.5199454,16.623,271.415,1812.0,393.072,5.1669536,31.9899732
HAT-P-12 b,HAT-P-12,hat-p-12,Transit,transit,2009,2009,false,2000s,3.2130598,10.749,67.059,963.0,142.751,209.3886452,43.49331
HD 149026 b,HD 149026,hd 149026,Radial Velocity,radial velocity,2005,2005,false,2000s,2.87589,8.29466,120.7754,1626.0,75.8643,247.6229827,38.3475349
1RXS J160929.1-210524 b,1RXS J160929.1-210524,1rxs j160929.1-210524,Imaging,imaging,2008,2008,false,2000s,,18.647,3000.0,1700.0,139.135,242.3762343,-21.0831403
WASP-2 b,WASP-2,wasp-2,Transit,transit,2007,2007,false,2000s,2.152175,12.116929,295.89973,1311.0,153.242,307.7255587,6.4293305
OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,ogle-2005-blg-071l,Microlensing,microlensing,2005,2005,false,2000s,,13.0,1200.0,55.0,3200.0,267.540708,-34.6731944
OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,ogle-2006-blg-109l,Microlensing,microlensing,2008,2008,false,2000s,1788.5,14.0,231.0,82.0,1510.0,268.143792,-30.0877778
HAT-P-13 b,HAT-P-13,hat-p-13,Transit,transit,2009,2009,false,2000s,2.91625,14.258,270.462,1740.0,246.81,129.8823772,47.3519076
CoRoT-1 b,CoRoT-1,corot-1,Transit,transit,2008,2008,false,2000s,1.5089557,16.7,327.35,1898.0,787.909,102.0798591,-3.1021394
GJ 436 b,GJ 436,gj 436,Radial Velocity,radial velocity,2004,2004,false,2000s,2.64388312,4.17,22.1,686.0,9.75321,175.5505363,26.7030669
WASP-3 b,WASP-3,wasp-3,Transit,transit,2007,2007,false,2000s,1.84683,15.91678,772.3269,2020.0,231.161,278.6317411,35.6614312
HD 40307 d,HD 40307,hd 40307,Radial Velocity,radial velocity,2009,2009,false,2000s,20.432,,1775.3894815,541.0,12.9363,88.5172191,-60.0237289
HD 87883 b,HD 87883,hd 87883,Radial Velocity,radial velocity,2009,2009,false,2000s,3006.0,12.7,2005.49724817,,18.2912,152.1794175,34.2419984
OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,ogle-2005-blg-169l,Microlensing,microlensing,2006,2006,false,2000s,,3.84,14.1,,4100.0,271.522167,-30.7326389
WASP-13 b,WASP-13,wasp-13,Transit,transit,2009,2009,false,2000s,4.35301,13.67498,114.4188,1531.0,227.537,140.1029654,33.8823291
WASP-10 b,WASP-10,wasp-10,Transit,transit,2008,2008,false,2000s,3.0927616,12.106,1001.12,1370.0,140.998,348.9930457,31.4627508
HAT-P-5 b,HAT-P-5,hat-p-5,Transit,transit,2007,2007,false,2000s,2.78849,13.56289,311.4734,1517.0,303.336,274.4055335,36.6214617
HAT-P-8 b,HAT-P-8,hat-p-8,Transit,transit,2008,2008,false,2000s,3.07634,15.6926,406.8224,1713.0,211.553,343.0414932,35.4471778
HD 216770 b,HD 216770,hd 216770,Radial Velocity,radial velocity,2003,2003,false,2000s,118.45,14.1,181.1631,,36.6625,343.9748751,-26.6595286
WASP-15 b,WASP-15,wasp-15,Transit,transit,2009,2009,false,2000s,3.7521,15.80469,171.6282,1676.0,282.091,208.9280111,-32.1597118
HD 7924 b,HD 7924,hd 7924,Radial Velocity,radial velocity,2008,2008,false,2000s,5.39792,,2058.25676373,825.9,16.9922,20.4956562,76.7101475
HD 16175 b,HD 16175,hd 16175,Radial Velocity,radial velocity,2009,2009,false,2000s,990.0,12.8,1875.1876013,,59.859,39.2577379,42.0624526
14 And b,14 And,14 and,Radial Velocity,radial velocity,2008,2008,false,2000s,186.76,13.1,1131.15130051,,75.4392,352.82415,39.2358367
WASP-6 b,WASP-6,wasp-6,Transit,transit,2009,2009,false,2000s,3.3610026,12.5428494,148.42586607,1167.0,197.119,348.1571282,-22.6741248
WASP-4 b,WASP-4,wasp-4,Transit,transit,2007,2007,false,2000s,1.338230994,15.12091496,381.3940884,1653.0,267.206,353.5629149,-42.0617794
XO-1 b,XO-1,xo-1,Transit,transit,2006,2006,false,2000s,3.94153,12.77826,263.7989,1210.0,163.553,240.5492745,28.1696248
HD 153950 b,HD 153950,hd 153950,Radial Velocity,radial velocity,2008,2008,false,2000s,499.39999,13.2,937.5985,,48.4549,256.1292826,-43.3103753
GJ 849 b,GJ 849,gj 849,Radial Velocity,radial velocity,2006,2006,false,2000s,1925.31,13.9,283.82076745,,8.80058,332.4229938,-4.6408317
CoRoT-7 b,CoRoT-7,corot-7,Transit,transit,2009,2009,false,2000s,0.85359163,1.68135,4.07660518,1756.0,159.906,100.9561682,-1.0630076
HD 156846 b,HD 156846,hd 156846,Radial Velocity,radial velocity,2007,2007,false,2000s,359.51001,12.4,3391.2461,,47.7332,260.1423366,-19.334365
HD 125612 b,HD 125612,hd 125612,Radial Velocity,radial velocity,2007,2007,false,2000s,557.69994,13.2,945.22168242,,57.6207,215.2227183,-17.4818147
HD 37124 b,HD 37124,hd 37124,Radial Velocity,radial velocity,2002,2002,false,2000s,154.378,14.0,214.53525,,31.6634,84.2599947,20.7289784
HD 330075 b,HD 330075,hd 330075,Radial Velocity,radial velocity,2004,2004,false,2000s,3.38773,14.3,152.5584,990.0,45.2989,237.4054997,-49.9639199
11 UMi b,11 UMi,11 umi,Radial Velocity,radial velocity,2009,2009,false,2000s,516.21997,12.3,4684.8142,,125.321,229.2745954,71.8239428
HD 170469 b,HD 170469,hd 170469,Radial Velocity,radial velocity,2007,2007,false,2000s,1145.0,14.1,209.7678,,60.178,277.2955423,11.6954244
47 UMa c,47 UMa,47 uma,Radial Velocity,radial velocity,2001,2001,false,2000s,2391.0,14.2,171.621,,13.7967,164.8647611,40.4304931
47 UMa d,47 UMa,47 uma,Radial Velocity,radial velocity,2009,2009,false,2000s,14002.0,13.5,521.22,,13.7967,164.8647611,40.4304931
55 Cnc c,55 Cnc,55 cnc,Radial Velocity,radial velocity,2004,2004,false,2000s,44.3936,8.51,54.4738,,12.5855,133.1468373,28.3298154
55 Cnc d,55 Cnc,55 cnc,Radial Velocity,radial velocity,2002,2002,false,2000s,4799.0,13.0,1232.493,,12.5855,133.1468373,28.3298154
55 Cnc e,55 Cnc,55 cnc,Radial Velocity,radial velocity,2004,2004,false,2000s,0.7365474,1.875,7.99,1958.0,12.5855,133.1468373,28.3298154
55 Cnc f,55 Cnc,55 cnc,Radial Velocity,radial velocity,2007,2007,false,2000s,260.58,7.59,44.812,,12.5855,133.1468373,28.3298154
61 Vir b,61 Vir,61 vir,Radial Velocity,radial velocity,2009,2009,false,2000s,4.215,2.11,5.1,,8.50332,199.596455,-18.3157745
61 Vir c,61 Vir,61 vir,Radial Velocity,radial velocity,2009,2009,false,2000s,38.021,4.46,18.2,,8.50332,199.596455,-18.3157745
61 Vir d,61 Vir,61 vir,Radial Velocity,radial velocity,2009,2009,false,2000s,123.01,5.11,22.9,,8.50332,199.596455,-18.3157745
eps Eri b,eps Eri,eps eri,Radial Velocity,radial velocity,2000,2000,false,2000s,2671.0,14.1,209.76674862,,3.2026,53.2284306,-9.4581715
HD 10647 b,HD 10647,hd 10647,Radial Velocity,radial velocity,2006,2006,false,2000s,989.2,13.8,298.75,,17.3357,25.6233526,-53.7412852
HD 147513 b,HD 147513,hd 147513,Radial Velocity,radial velocity,2003,2003,false,2000s,528.4,13.7,385.0,,12.9032,246.0057894,-39.1929661
HD 160691 b,HD 160691,hd 160691,Radial Velocity,radial velocity,2000,2000,false,2000s,645.0,,1366.6621501,,15.5981,266.0361585,-51.8348751
HD 160691 c,HD 160691,hd 160691,Radial Velocity,radial velocity,2004,2004,false,2000s,3947.0,,1398.4449908,,15.5981,266.0361585,-51.8348751
HD 160691 d,HD 160691,hd 160691,Radial Velocity,radial velocity,2004,2004,false,2000s,9.6392,3.23,10.49,900.0,15.5981,266.0361585,-51.8348751
HD 160691 e,HD 160691,hd 160691,Radial Velocity,radial velocity,2006,2006,false,2000s,307.9,,2224.798849,,15.5981,266.0361585,-51.8348751
HD 190360 b,HD 190360,hd 190360,Radial Velocity,radial velocity,2003,2003,false,2000s,2854.0,13.4,572.0911326,150.0,16.0069,300.9092476,29.894541
HD 190360 c,HD 190360,hd 190360,Radial Velocity,radial velocity,2005,2005,false,2000s,17.111,4.59,19.069,,16.0069,300.9092476,29.894541
HD 3651 b,HD 3651,hd 3651,Radial Velocity,radial velocity,2003,2003,false,2000s,62.25,10.1,72.46524,,11.1336,9.8387218,21.2488844
HD 39091 b,HD 39091,hd 39091,Radial Velocity,radial velocity,2001,2001,false,2000s,2088.8,12.3,4481.3805387,,18.2702,84.2992798,-80.4646041
HD 69830 b,HD 69830,hd 69830,Radial Velocity,radial velocity,2006,2006,false,2000s,8.667,3.17,10.2,,12.5591,124.6010091,-12.6364246
HD 69830 c,HD 69830,hd 69830,Radial Velocity,radial velocity,2006,2006,false,2000s,31.56,3.46,11.8,,12.5591,124.6010091,-12.6364246
HD 69830 d,HD 69830,hd 69830,Radial Velocity,radial velocity,2006,2006,false,2000s,197.0,4.45,18.1,,12.5591,124.6010091,-12.6364246
XO-3 b,XO-3,xo-3,Transit,transit,2007,2007,false,2000s,3.19154,15.80469,2316.9807,1729.0,213.053,65.4695814,57.8172095
Kepler-5 b,Kepler-5,kepler-5,Transit,transit,2009,2009,false,2000s,3.5484657,15.984034,670.93913,1750.0,899.777,299.4070341,44.0350387
HD 80606 b,HD 80606,hd 80606,Radial Velocity,radial velocity,2001,2001,false,2000s,111.436765,11.56766808,1323.46926959,405.0,66.4711,140.6569501,50.6037764
HAT-P-6 b,HAT-P-6,hat-p-6,Transit,transit,2007,2007,false,2000s,3.85298,16.58932,419.5356,1675.0,275.358,354.7740917,42.4659866
HD 50499 b,HD 50499,hd 50499,Radial Velocity,radial velocity,2005,2005,false,2000s,2447.1,13.5,519.96988,,46.2845,103.008075,-33.915267
HAT-P-1 b,HAT-P-1,hat-p-1,Transit,transit,2006,2006,false,2000s,4.46529976,14.784671,166.86075,1322.0,158.979,344.4453632,38.674919
CoRoT-2 b,CoRoT-2,corot-2,Transit,transit,2008,2008,false,2000s,1.7429935,16.432,1102.82,1521.0,213.283,291.7770457,1.3836634
HAT-P-4 b,HAT-P-4,hat-p-4,Transit,transit,2007,2007,false,2000s,3.056536,14.28,213.255,1686.0,320.451,229.99122,36.229545
HD 99109 b,HD 99109,hd 99109,Radial Velocity,radial velocity,2005,2005,false,2000s,439.29999,14.3,139.8452,,54.7901,171.0715576,-1.529761
HD 66428 b,HD 66428,hd 66428,Radial Velocity,radial velocity,2005,2005,false,2000s,2269.81726,12.4,3478.94974302,,53.2817,120.8691654,-1.1636019
TrES-1 b,TrES-1,tres-1,Transit,transit,2004,2004,false,2000s,3.03007,12.66617,266.9772,1140.0,159.658,286.0408755,36.632536
HD 4313 b,HD 4313,hd 4313,Radial Velocity,radial velocity,2009,2009,false,2000s,356.21,13.4,612.45841,,136.308,11.4181301,7.8450492
HD 181433 c,HD 181433,hd 181433,Radial Velocity,radial velocity,2008,2008,false,2000s,962.0,,2207.00045821,,26.8762,291.2873731,-66.4677838
HD 173416 b,HD 173416,hd 173416,Radial Velocity,radial velocity,2008,2008,false,2000s,322.03,13.4,585.12209729,,132.184,280.9005676,36.556857
HAT-P-9 b,HAT-P-9,hat-p-9,Transit,transit,2008,2008,false,2000s,3.92281072,15.614137,238.05467,1540.0,455.203,110.1685157,37.1405946
TrES-3 b,TrES-3,tres-3,Transit,transit,2007,2007,false,2000s,1.30618581,14.975,607.03,1638.0,231.337,268.0291106,37.5463268
WASP-5 b,WASP-5,wasp-5,Transit,transit,2008,2008,false,2000s,1.6284279,12.184,502.15,1706.0,309.137,359.3490277,-41.2772202
HD 175167 b,HD 175167,hd 175167,Radial Velocity,radial velocity,2009,2009,false,2000s,1175.0,12.3,4703.8604236,,71.0863,285.0033888,-69.9450664
HD 38801 b,HD 38801,hd 38801,Radial Velocity,radial velocity,2009,2009,false,2000s,685.25,12.5,3082.31534,,91.4349,86.9963141,-8.3280256
11 Com b,11 Com,11 com,Radial Velocity,radial velocity,2007,2007,false,2000s,323.21,12.2,4914.89848585,,93.1846,185.1787793,17.7932516
HD 20782 b,HD 20782,hd 20782,Radial Velocity,radial velocity,2006,2006,false,2000s,597.0643,13.6,472.83,,35.9864,50.0166232,-28.8543535
HD 202206 c,HD 202206,hd 202206,Radial Velocity,radial velocity,2004,2004,false,2000s,1260.0,12.2,5689.157,,45.9665,318.7405221,-20.7897284
HD 75898 b,HD 75898,hd 75898,Radial Velocity,radial velocity,2007,2007,false,2000s,422.82,13.2,810.46243785,,78.0505,133.4611999,33.0566885
HD 164922 b,HD 164922,hd 164922,Radial Velocity,radial velocity,2005,2005,false,2000s,1207.0,13.3,116.0,159.4,22.0016,270.6304652,26.3104077
HD 73526 b,HD 73526,hd 73526,Radial Velocity,radial velocity,2002,2002,false,2000s,188.3,13.1,978.9164,,97.2396,129.318331,-41.3184231
