pl_name,hostname,hostname_canon,discoverymethod,discoverymethod_canon,disc_year,disc_year_int,disc_year_bad,disc_era,pl_orbper,pl_rade,pl_bmasse,pl_eqt,sy_dist,ra,dec
HD 154857 b,HD 154857,hd 154857,Radial Velocity,radial velocity,2004,2004,false,2000s,408.60001,13.3,778.6835,,63.4482,257.816194,-56.681038
HD 213240 b,HD 213240,hd 213240,Radial Velocity,radial velocity,2001,2001,false,2000s,882.70001,12.8,1655.88600047,,40.8707,337.7506266,-49.4341037
HD 47186 b,HD 47186,hd 47186,Radial Velocity,radial velocity,2008,2008,false,2000s,4.0845,5.02,22.2481,,37.4574,99.0367212,-27.6234285
BD-08 2823 b,BD-08 2823,bd-08 2823,Radial Velocity,radial velocity,2009,2009,false,2000s,5.6,,2948.49413174,,41.3342,150.1971964,-9.5165689
HD 72659 b,HD 72659,hd 72659,Radial Velocity,radial velocity,2002,2002,false,2000s,3549.0,13.2,949.67128012,,51.8949,128.5128072,-1.5686323
HD 102272 b,HD 102272,hd 102272,Radial Velocity,radial velocity,2008,2008,false,2000s,127.58,12.9,1570.0802,,347.097,176.5980316,14.1240201
BD-13 2130 b,BD-13 2130,bd-13 2130,Radial Velocity,radial velocity,2007,2007,false,2000s,714.29999,12.5,3108.3774,,925.214,114.2884692,-13.9066703
HD 20868 b,HD 20868,hd 20868,Radial Velocity,radial velocity,2008,2008,false,2000s,380.85001,13.7,397.2875,,47.7223,50.1794053,-33.72969
HD 180902 b,HD 180902,hd 180902,Radial Velocity,radial velocity,2009,2009,false,2000s,510.9,13.5,535.54355,,104.577,289.8239604,-23.5582432
HD 65216 b,HD 65216,hd 65216,Radial Velocity,radial velocity,2003,2003,false,2000s,577.6,13.6,411.58985,,35.1205,118.4209646,-63.6466892
Oph 11 b,Oph 11,oph 11,Imaging,imaging,2006,2006,false,2000s,7300000.0,12.3,4449.62,2175.0,136.16559197,245.604961,-24.0872219
HD 188015 b,HD 188015,hd 188015,Radial Velocity,radial velocity,2004,2004,false,2000s,461.2,13.6,476.72,,50.6706,298.0191857,28.0999769
HD 40307 c,HD 40307,hd 40307,Radial Velocity,radial velocity,2009,2009,false,2000s,9.6184,,1868.51320475,696.0,12.9363,88.5172191,-60.0237289
GJ 649 b,GJ 649,gj 649,Radial Velocity,radial velocity,2009,2009,false,2000s,600.1,10.8,81.99972901,,10.3796,254.5363221,25.7419719
HD 49674 b,HD 49674,hd 49674,Radial Velocity,radial velocity,2002,2002,false,2000s,4.94737,6.2,31.783,,43.0399,102.8773483,40.8672284
HIP 70849 b,HIP 70849,hip 70849,Radial Velocity,radial velocity,2009,2009,false,2000s,3649.0,12.9,1430.2278315,,24.0572,217.3270762,-46.464684
HD 125595 b,HD 125595,hd 125595,Radial Velocity,radial velocity,2009,2009,false,2000s,9.6737,,3531.07360177,,28.1989,215.3434326,-40.3942443
HD 179079 b,HD 179079,hd 179079,Radial Velocity,radial velocity,2008,2008,false,2000s,14.479,,4195.3349724,,69.7116,287.7903733,-2.6387703
OGLE-TR-56 b,OGLE-TR-56,ogle-tr-56,Transit,transit,2002,2002,false,2000s,1.2119189,15.278,441.77,2212.0,282.83913869,269.1479583,-29.5392222
HD 28185 b,HD 28185,hd 28185,Radial Velocity,radial velocity,2001,2001,false,2000s,385.52775,12.8,1855.16441166,,39.3809,66.6100461,-10.5510754
HD 4308 b,HD 4308,hd 4308,Radial Velocity,radial velocity,2005,2005,false,2000s,15.56,4.12,15.8915,,22.0158,11.1652594,-65.6527159
HIP 5158 b,HIP 5158,hip 5158,Radial Velocity,radial velocity,2009,2009,false,2000s,345.72,13.6,451.0,,51.6026,16.5094891,-22.4536134
OGLE-2003-BLG-235L b,OGLE-2003-BLG-235L,ogle-2003-blg-235l,Microlensing,microlensing,2004,2004,false,2000s,,13.2,830.0,,5800.0,271.318125,-28.895
HD 11964 b,HD 11964,hd 11964,Radial Velocity,radial velocity,2005,2005,false,2000s,1945.0,14.1,198.0,,33.5369,29.2884252,-10.2434693
HD 132406 b,HD 132406,hd 132406,Radial Velocity,radial velocity,2007,2007,false,2000s,908.0,12.8,1887.90073758,,70.7832,224.2276121,53.3809615
HD 128311 b,HD 128311,hd 128311,Radial Velocity,radial velocity,2002,2002,false,2000s,453.019,13.5,562.24127,,16.3292,219.0032292,9.7454368
OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,ogle-2007-blg-368l,Microlensing,microlensing,2009,2009,false,2000s,,4.72,20.0,,5900.0,269.108167,-32.2374167
HD 11506 b,HD 11506,hd 11506,Radial Velocity,radial velocity,2007,2007,false,2000s,1617.7,12.9,1551.00262616,,51.261,28.2106607,-19.507396
HD 147018 c,HD 147018,hd 147018,Radial Velocity,radial velocity,2009,2009,false,2000s,1008.0,12.7,2080.0,,40.4256,245.7490012,-61.6901291
HD 208487 b,HD 208487,hd 208487,Radial Velocity,radial velocity,2004,2004,false,2000s,130.08,14.2,165.265,,45.147,329.3332489,-37.7641354
HD 108874 c,HD 108874,hd 108874,Radial Velocity,radial velocity,2005,2005,false,2000s,1624.0,13.8,314.64,,59.5175,187.6126029,22.8794399
HD 41004 A b,HD 41004 A,hd 41004 a,Radial Velocity,radial velocity,2004,2004,false,2000s,963.0,13.2,807.25,,36.69117,89.9566041,-48.2394189
HD 181720 b,HD 181720,hd 181720,Radial Velocity,radial velocity,2009,2009,false,2000s,956.0,14.0,127.132,,60.2046,290.7212224,-32.9208401
HD 142022 A b,HD 142022 A,hd 142022 a,Radial Velocity,radial velocity,2005,2005,false,2000s,1928.0,12.9,1433.40611557,,34.2802,242.5481731,-84.2317494
HD 34445 b,HD 34445,hd 34445,Radial Velocity,radial velocity,2009,2009,false,2000s,1049.0,13.9,260.6206,,46.0907,79.4207483,7.3527156
HD 2039 b,HD 2039,hd 2039,Radial Velocity,radial velocity,2002,2002,false,2000s,1120.0,12.7,1999.1507,,85.6922,6.0851069,-56.649988
HD 38529 c,HD 38529,hd 38529,Radial Velocity,radial velocity,2000,2000,false,2000s,2127.60566,12.5,3299.05886466,,42.3538,86.6451363,1.1675866
PSR B1620-26 b,PSR B1620-26,psr b1620-26,Pulsar Timing,pulsar timing,2003,2003,false,2000s,,13.3,794.575,,,245.9092617,-26.5315944
HD 104067 b,HD 104067,hd 104067,Radial Velocity,radial velocity,2009,2009,false,2000s,55.851,9.2,62.1,,20.3632,179.7923543,-20.3556058
HD 93083 b,HD 93083,hd 93083,Radial Velocity,radial velocity,2005,2005,false,2000s,143.58,13.4,117.59,,28.5159,161.0866672,-33.5776794
OGLE-TR-182 b,OGLE-TR-182,ogle-tr-182,Transit,transit,2007,2007,false,2000s,3.9791,12.666,320.995,1550.0,2501.75,167.3279228,-61.0952624
HD 179949 b,HD 179949,hd 179949,Radial Velocity,radial velocity,2000,2000,false,2000s,3.092514,13.9,291.12,,27.4573,288.8890182,-24.1797939
HD 60532 b,HD 60532,hd 60532,Radial Velocity,radial velocity,2008,2008,false,2000s,201.9,13.8,336.8998,,25.9716,113.5130656,-22.2958661
HD 60532 c,HD 60532,hd 60532,Radial Velocity,radial velocity,2008,2008,false,2000s,600.1,13.3,797.7533,,25.9716,113.5130656,-22.2958661
HD 11506 c,HD 11506,hd 11506,Radial Velocity,radial velocity,2008,2008,false,2000s,223.92,14.0,127.1313628,,51.261,28.2106607,-19.507396
HD 37124 c,HD 37124,hd 37124,Radial Velocity,radial velocity,2002,2002,false,2000s,885.5,14.1,207.22516,,31.6634,84.2599947,20.7289784
HD 103197 b,HD 103197,hd 103197,Radial Velocity,radial velocity,2009,2009,false,2000s,47.84,5.83,28.6047,,57.1463,178.2201971,-50.2927911
HD 121504 b,HD 121504,hd 121504,Radial Velocity,radial velocity,2003,2003,false,2000s,63.33,13.6,479.9233,,41.6592,209.3199062,-56.0404085
HD 114386 b,HD 114386,hd 114386,Radial Velocity,radial velocity,2003,2003,false,2000s,937.70001,13.7,362.3262,,27.9243,197.6652124,-35.0561807
HD 13931 b,HD 13931,hd 13931,Radial Velocity,radial velocity,2009,2009,false,2000s,4218.0,13.2,889.9195396,,47.3963,34.1979991,43.7722065
HD 142415 b,HD 142415,hd 142415,Radial Velocity,radial velocity,2003,2003,false,2000s,386.29999,13.5,530.7761,,35.5318,239.418989,-60.2006948
HD 16141 b,HD 16141,hd 16141,Radial Velocity,radial velocity,2000,2000,false,2000s,75.523,10.9,82.6358,,37.7861,38.8323674,-3.5624887
HD 162020 b,HD 162020,hd 162020,Radial Velocity,radial velocity,2002,2002,false,2000s,8.4282,12.5,3127.4472,650.0,30.8248,267.6599252,-40.3184646
CoRoT-9 b,CoRoT-9,corot-9,Transit,transit,2009,2009,false,2000s,95.272656,11.948794,266.9772,420.0,412.98,280.7866461,6.2040783
HD 102117 b,HD 102117,hd 102117,Radial Velocity,radial velocity,2005,2005,false,2000s,20.8133,8.47,54.0311,,39.5792,176.2097267,-58.7040134
HD 102195 b,HD 102195,hd 102195,Radial Velocity,radial velocity,2006,2006,false,2000s,4.11377,14.2,130.3103,,29.3386,176.4254063,2.8209912
HD 2638 b,HD 2638,hd 2638,Radial Velocity,radial velocity,2005,2005,false,2000s,3.4442,14.3,133.4886,,54.9621,7.4990038,-5.76496
HD 290327 b,HD 290327,hd 290327,Radial Velocity,radial velocity,2009,2009,false,2000s,2443.0,13.3,772.3269,,56.433,80.8399887,-2.2780391
HD 6434 b,HD 6434,hd 6434,Radial Velocity,radial velocity,2003,2003,false,2000s,21.998,14.2,155.7367,,42.358,16.1663441,-39.4904909
HD 76700 b,HD 76700,hd 76700,Radial Velocity,radial velocity,2002,2002,false,2000s,3.97097,9.6,66.7443,,60.8831,133.4782248,-66.8004747
HD 89307 b,HD 89307,hd 89307,Radial Velocity,radial velocity,2009,2009,false,2000s,2166.0,13.4,642.01338214,,32.0104,154.5874958,12.6209392
HD 171028 b,HD 171028,hd 171028,Radial Velocity,radial velocity,2007,2007,false,2000s,550.0,13.2,832.7146,,111.659,278.0643694,6.9456827
HD 17092 b,HD 17092,hd 17092,Radial Velocity,radial velocity,2007,2007,false,2000s,359.89999,12.5,3219.6179,,228.422,41.5924261,49.6530375
HAT-P-11 b,HAT-P-11,hat-p-11,Transit,transit,2008,2008,false,2000s,4.888,4.36,25.0,838.0,37.7647,297.7101763,48.0818635
HD 141937 b,HD 141937,hd 141937,Radial Velocity,radial velocity,2002,2002,false,2000s,653.21997,11.9,8714.85491994,,33.3622,238.0735585,-18.4359716
HD 212301 b,HD 212301,hd 212301,Radial Velocity,radial velocity,2005,2005,false,2000s,2.24571,14.2,162.0933,,54.2304,336.8803957,-77.7183219
CoRoT-5 b,CoRoT-5,corot-5,Transit,transit,2009,2009,false,2000s,4.0378962,15.558,148.42,1438.0,882.472,101.2772396,0.8152163
HD 159868 b,HD 159868,hd 159868,Radial Velocity,radial velocity,2006,2006,false,2000s,1184.1,13.3,704.94694,,55.8503,264.7466665,-43.1462347
HD 175541 b,HD 175541,hd 175541,Radial Velocity,radial velocity,2007,2007,false,2000s,298.43,14.1,190.06234,,129.603,283.9203211,4.2649344
HD 185269 b,HD 185269,hd 185269,Radial Velocity,radial velocity,2006,2006,false,2000s,6.83776,13.8,321.0083,,51.9917,294.2987668,28.499514
HD 181342 b,HD 181342,hd 181342,Radial Velocity,radial velocity,2009,2009,false,2000s,564.1,13.2,807.2882,,120.391,290.2674078,-23.6196996
HD 118203 b,HD 118203,hd 118203,Radial Velocity,radial velocity,2005,2005,false,2000s,6.1349779,12.778238,680.15279098,1361.0,92.2589,203.509956,53.7281876
HD 73534 b,HD 73534,hd 73534,Radial Velocity,radial velocity,2008,2008,false,2000s,1750.0,13.7,353.42696,,83.3321,129.8153421,12.9599703
HD 88133 b,HD 88133,hd 88133,Radial Velocity,radial velocity,2004,2004,false,2000s,3.414884,13.8,324.1866,,73.6123,152.5319349,18.1857284
HD 96167 b,HD 96167,hd 96167,Radial Velocity,radial velocity,2009,2009,false,2000s,498.04,14.0,227.88411,,85.3006,166.3125657,-10.291345
HD 95089 b,HD 95089,hd 95089,Radial Velocity,radial velocity,2009,2009,false,2000s,464.4,13.7,400.4658,,136.957,164.698748,1.7290087
HD 92788 b,HD 92788,hd 92788,Radial Velocity,radial velocity,2000,2000,false,2000s,325.803,13.0,1195.0408,,34.6538,160.7021351,-2.1847173
HD 117207 b,HD 117207,hd 117207,Radial Velocity,radial velocity,2004,2004,false,2000s,2621.75,13.4,669.34662514,,32.3547,202.3368806,-35.5713041
HD 114729 b,HD 114729,hd 114729,Radial Velocity,radial velocity,2002,2002,false,2000s,1121.79,13.9,262.20975,,37.8063,198.1833997,-31.8746756
HD 143361 b,HD 143361,hd 143361,Radial Velocity,radial velocity,2008,2008,false,2000s,1039.15,12.9,1382.55357045,,68.5146,240.4588405,-44.4350575
HD 152079 b,HD 152079,hd 152079,Radial Velocity,radial velocity,2009,2009,false,2000s,2918.92,13.2,845.74563,,87.8888,253.3732313,-46.3333582
HD 190647 b,HD 190647,hd 190647,Radial Velocity,radial velocity,2007,2007,false,2000s,1176.45,13.4,630.89255,,54.4738,301.8318167,-35.5395236
HD 23127 b,HD 23127,hd 23127,Radial Velocity,radial velocity,2006,2006,false,2000s,1211.17,13.5,485.32641,,93.8555,54.8491271,-60.077229
HD 4208 b,HD 4208,hd 4208,Radial Velocity,radial velocity,2001,2001,false,2000s,832.97,13.9,257.4423,,34.1937,11.1125532,-26.5150392
HD 48265 b,HD 48265,hd 48265,Radial Velocity,radial velocity,2008,2008,false,2000s,778.51,13.5,484.69075,,90.5446,100.0073683,-48.5418284
HD 52265 b,HD 52265,hd 52265,Radial Velocity,radial velocity,2000,2000,false,2000s,119.27,13.7,384.5743,405.0,29.9803,105.0746449,-5.3668142
HD 85390 b,HD 85390,hd 85390,Radial Velocity,radial velocity,2009,2009,false,2000s,799.52,6.16,31.46517,,33.5225,147.5105663,-49.7905254
HD 17156 b,HD 17156,hd 17156,Radial Velocity,radial velocity,2007,2007,false,2000s,21.2164294,12.26262489,1036.12060682,888.0,78.0863,42.4366123,71.7530882
HD 203030 b,HD 203030,hd 203030,Imaging,imaging,2006,2006,false,2000s,,14.4595851,3496.112477,1040.0,39.2503,319.7432238,26.2305846
HD 106252 b,HD 106252,hd 106252,Radial Velocity,radial velocity,2002,2002,false,2000s,1535.0,12.5,3178.28407,,38.185,183.3730583,10.0404302
HD 171238 b,HD 171238,hd 171238,Radial Velocity,radial velocity,2009,2009,false,2000s,1515.0,12.5,2796.8899816,,44.8113,278.6818389,-28.0727849
HD 81040 b,HD 81040,hd 81040,Radial Velocity,radial velocity,2005,2005,false,2000s,1002.7,12.6,2301.07766668,,34.4341,140.9455027,20.3646078
HD 181433 d,HD 181433,hd 181433,Radial Velocity,radial velocity,2008,2008,false,2000s,2172.0,13.2,858.1366989,,26.8762,291.2873731,-66.4677838
HD 83443 b,HD 83443,hd 83443,Radial Velocity,radial velocity,2002,2002,false,2000s,2.985628,14.1,127.76701961,,40.8991,144.2994103,-43.272721
iot Dra b,iot Dra,iot dra,Radial Velocity,radial velocity,2002,2002,false,2000s,510.8544,12.4,3756.73177074,,31.32832,231.2323227,58.9661403
HD 125612 c,HD 125612,hd 125612,Radial Velocity,radial velocity,2009,2009,false,2000s,4.15466,4.07,15.57359194,,57.6207,215.2227183,-17.4818147
HD 142 b,HD 142,hd 142,Radial Velocity,radial velocity,2001,2001,false,2000s,351.43394,12.7,2256.5816897,,26.1853,1.5836771,-49.0753625
HD 139357 b,HD 139357,hd 139357,Radial Velocity,radial velocity,2008,2008,false,2000s,1124.79139,12.1,6315.5682755,,112.09,233.8173564,53.9221505
HD 169830 c,HD 169830,hd 169830,Radial Velocity,radial velocity,2003,2003,false,2000s,1818.82339,12.6,2437.42605328,,37.6048,276.9561859,-29.8167919
HD 169830 b,HD 169830,hd 169830,Radial Velocity,radial velocity,2000,2000,false,2000s,225.67372,13.2,804.42369812,345.0,37.6048,276.9561859,-29.8167919
HD 23596 b,HD 23596,hd 23596,Radial Velocity,radial velocity,2003,2003,false,2000s,1535.11912,12.4,3786.607641,,52.0018,57.0018601,40.5307308
HD 30177 b,HD 30177,hd 30177,Radial Velocity,radial velocity,2002,2002,false,2000s,2514.53422,12.6,2670.71210402,,55.5867,70.4770964,-58.0208085
HD 4113 b,HD 4113,hd 4113,Radial Velocity,radial velocity,2007,2007,false,2000s,526.5239,13.5,541.26177712,,41.8727,10.8027515,-37.9831248
HD 74156 c,HD 74156,hd 74156,Radial Velocity,radial velocity,2003,2003,false,2000s,2448.48726,12.5,2753.98314665,,57.603,130.6047813,4.5772338
HD 74156 b,HD 74156,hd 74156,Radial Velocity,radial velocity,2003,2003,false,2000s,51.63564,13.5,532.36258173,,57.603,130.6047813,4.5772338
HD 86264 b,HD 86264,hd 86264,Radial Velocity,radial velocity,2009,2009,false,2000s,1488.79123,12.5,3117.26101586,,67.8107,149.2409308,-15.8953993
14 Her b,14 Her,14 her,Radial Velocity,radial velocity,2002,2002,false,2000s,1765.0389,12.6,2559.47216157,,17.9323,242.6021014,43.8163621
bet Pic b,bet Pic,bet pic,Imaging,imaging,2008,2008,false,2000s,8617.50952,18.49485,3727.8093857,1612.0,19.7442,86.8212337,-51.066148
HD 215497 b,HD 215497,hd 215497,Radial Velocity,radial velocity,2009,2009,false,2000s,3.93404,,1588.82420659,,40.5468,341.652714,-56.5997984
MOA-2007-BLG-400L b,MOA-2007-BLG-400L,moa-2007-blg-400l,Microlensing,microlensing,2008,2008,false,2000s,,13.5,540.3082919,34.0,6890.0,272.4249167,-29.2241528
TrES-2 b,TrES-2,tres-2,Transit,transit,2006,2006,false,2000s,2.47063,15.24424,473.5667,1466.0,215.32,286.8085258,49.3164211
HD 45364 b,HD 45364,hd 45364,Radial Velocity,radial velocity,2008,2008,false,2000s,225.79,9.03,60.16491745,,34.354,96.4105736,-31.4810037
HD 45364 c,HD 45364,hd 45364,Radial Velocity,radial velocity,2008,2008,false,2000s,345.43,14.2,174.48779544,,34.354,96.4105736,-31.4810037
TrES-4 b,TrES-4,tres-4,Transit,transit,2007,2007,false,2000s,3.55395,18.04649,247.9074,1778.0,515.98,268.3043361,37.2117397
HAT-P-3 b,HAT-P-3,hat-p-3,Transit,transit,2007,2007,false,2000s,2.8997,10.53646,206.5895,1189.0,134.554,206.0940142,48.028565
18 Del b,18 Del,18 del,Radial Velocity,radial velocity,2008,2008,false,2000s,982.85,12.5,2926.24614325,,76.222,314.6078375,10.8391378
6 Lyn b,6 Lyn,6 lyn,Radial Velocity,radial velocity,2008,2008,false,2000s,919.86,13.4,597.83523357,,54.6599,97.6960311,58.1611753
81 Cet b,81 Cet,81 cet,Radial Velocity,radial velocity,2008,2008,false,2000s,1005.57,13.1,1051.05854195,,101.26,39.4243555,-3.3963607
HD 104985 b,HD 104985,hd 104985,Radial Velocity,radial velocity,2003,2003,false,2000s,199.68,12.8,1766.80811451,,100.576,181.3157854,76.9053359
HD 167042 b,HD 167042,hd 167042,Radial Velocity,radial velocity,2007,2007,false,2000s,417.67,13.6,444.00628458,,49.6633,272.6326268,54.2876184
HD 81688 b,HD 81688,hd 81688,Radial Velocity,radial velocity,2007,2007,false,2000s,183.93,13.5,525.68818518,,85.7183,142.1665753,45.6009241
kap CrB b,kap CrB,kap crb,Radial Velocity,radial velocity,2007,2007,false,2000s,1253.68,13.4,591.1638,,30.0651,237.8080012,35.6558818
HD 100777 b,HD 100777,hd 100777,Radial Velocity,radial velocity,2007,2007,false,2000s,383.0,13.7,390.92894061,,49.5336,173.9646303,-4.7555425
BD-17 63 b,BD-17 63,bd-17 63,Radial Velocity,radial velocity,2008,2008,false,2000s,655.57,12.8,1639.99458012,,34.4603,7.1413494,-16.2273254
XO-2 N b,XO-2 N,xo-2 n,Transit,transit,2007,2007,false,2000s,2.61586178,11.130537,179.89178,1328.0,154.273,117.0267691,50.2251472
GJ 581 e,GJ 581,gj 581,Radial Velocity,radial velocity,2009,2009,false,2000s,3.1481,1.38,2.48,,6.2981,229.8564725,-7.7226935
GJ 317 b,GJ 317,gj 317,Radial Velocity,radial velocity,2007,2007,false,2000s,695.69,13.3,794.5,,15.1968,130.2445254,-23.452809
SWEEPS-4 b,SWEEPS-4,sweeps-4,Transit,transit,2006,2006,false,2000s,4.2,9.079,1207.7,,8500.0,269.7246667,-29.1890556
eps Tau b,eps Tau,eps tau,Radial Velocity,radial velocity,2006,2006,false,2000s,585.82,12.7,2285.18624633,,47.52852,67.1546573,19.1802782
HD 109749 b,HD 109749,hd 109749,Radial Velocity,radial velocity,2005,2005,false,2000s,5.239891,11.1,85.8141,,63.0821,189.3173489,-40.8121458
gam Cep b,gam Cep,gam cep,Radial Velocity,radial velocity,2003,2003,false,2000s,913.0,12.7,2097.6674862,,14.1024,354.8358233,77.6331009
HD 111232 b,HD 111232,hd 111232,Radial Velocity,radial velocity,2003,2003,false,2000s,1169.13202,12.6,2531.50326176,,28.9571,192.2159553,-68.4246679
4 UMa b,4 UMa,4 uma,Radial Velocity,radial velocity,2006,2006,false,2000s,270.27,12.6,2511.48007211,,73.4603,130.0528099,64.3280504
Kepler-7 b,Kepler-7,kepler-7,Transit,transit,2009,2009,false,2000s,4.8854892,18.180998,140.16303,1630.0,922.562,288.5814928,41.0897335
HD 117618 b,HD 117618,hd 117618,Radial Velocity,radial velocity,2004,2004,false,2000s,25.8,8.59,55.30242,,37.7781,203.1066418,-47.2719049
HD 125612 d,HD 125612,hd 125612,Radial Velocity,radial velocity,2009,2009,false,2000s,2822.72698,12.7,2281.37230545,,57.6207,215.2227183,-17.4818147
AB Pic b,AB Pic,ab pic,Imaging,imaging,2005,2005,false,2000s,,12.3,4290.5,,50.0475,94.8039208,-58.0541184
GJ 581 b,GJ 581,gj 581,Radial Velocity,radial velocity,2005,2005,false,2000s,5.3686,4.79,20.5,,6.2981,229.8564725,-7.7226935
HD 11977 b,HD 11977,hd 11977,Radial Velocity,radial velocity,2005,2005,false,2000s,711.0,12.7,2080.0,,67.9331,28.7347403,-67.6469871
BD-10 3166 b,BD-10 3166,bd-10 3166,Radial Velocity,radial velocity,2000,2000,false,2000s,3.48777,14.1,187.5197,,84.4069,164.6191243,-10.7704227
GJ 581 c,GJ 581,gj 581,Radial Velocity,radial velocity,2007,2007,false,2000s,12.9211,2.5,6.81,,6.2981,229.8564725,-7.7226935
BD+14 4559 b,BD+14 4559,bd+14 4559,Radial Velocity,radial velocity,2009,2009,false,2000s,268.94,13.8,330.5432,,49.352,318.4010002,14.6893834
GJ 876 c,GJ 876,gj 876,Radial Velocity,radial velocity,2000,2000,false,2000s,30.0881,14.0,226.9846,,4.67517,343.3239737,-14.2665958
HD 101930 b,HD 101930,hd 101930,Radial Velocity,radial velocity,2005,2005,false,2000s,70.46,10.6,79.4575,,30.0274,175.875608,-58.0053798
BD+20 2457 c,BD+20 2457,bd+20 2457,Radial Velocity,radial velocity,2009,2009,false,2000s,621.99,12.4,3963.17,,1539.71,154.186782,19.8912626
CoRoT-7 c,CoRoT-7,corot-7,Radial Velocity,radial velocity,2009,2009,false,2000s,3.698,2.83,8.4,,159.906,100.9561682,-1.0630076
HD 108147 b,HD 108147,hd 108147,Radial Velocity,radial velocity,2002,2002,false,2000s,10.8985,10.9,82.95,890.0,38.92,186.4409852,-64.0223492
HD 108874 b,HD 108874,hd 108874,Radial Velocity,radial velocity,2002,2002,false,2000s,394.48123,13.6,451.3186,,59.5175,187.6126029,22.8794399
CT Cha b,CT Cha,ct cha,Imaging,imaging,2007,2007,false,2000s,,24.66,5403.0,2600.0,190.72,166.0375038,-76.4553693
Kepler-6 b,Kepler-6,kepler-6,Transit,transit,2009,2009,false,2000s,3.2346996,14.616536,212.31044,1460.0,587.039,296.8372475,48.2399695
HD 136418 b,HD 136418,hd 136418,Radial Velocity,radial velocity,2009,2009,false,2000s,464.29999,13.3,680.1562,,105.168,229.7756438,41.732423
HD 164604 b,HD 164604,hd 164604,Radial Velocity,radial velocity,2009,2009,false,2000s,641.472,12.3,4544.9462201,,39.3633,270.7787177,-28.5608343
HD 192699 b,HD 192699,hd 192699,Radial Velocity,radial velocity,2007,2007,false,2000s,340.94,13.4,666.17168,,71.8627,304.0248392,4.5805708
HD 145377 b,HD 145377,hd 145377,Radial Velocity,radial velocity,2008,2008,false,2000s,103.95,12.8,1913.3366,,53.4884,242.9019658,-27.0781199
HD 196050 b,HD 196050,hd 196050,Radial Velocity,radial velocity,2002,2002,false,2000s,1392.0,12.9,1493.7935129,,50.6742,309.4637796,-60.6347649
HD 147018 b,HD 147018,hd 147018,Radial Velocity,radial velocity,2009,2009,false,2000s,44.236,13.4,674.0,,40.4256,245.7490012,-61.6901291
HD 196885 A b,HD 196885 A,hd 196885 a,Radial Velocity,radial velocity,2007,2007,false,2000s,1333.0,13.2,819.97,,34.1692,309.9664609,11.2500236
HD 149143 b,HD 149143,hd 149143,Radial Velocity,radial velocity,2005,2005,false,2000s,4.07182,13.6,422.7139,,73.2801,248.2126715,2.0844547
HD 126614 b,HD 126614,hd 126614,Radial Velocity,radial velocity,2009,2009,false,2000s,1257.25303,12.7,107.74382997,,73.0961,216.7005171,-5.1784093
HD 128311 c,HD 128311,hd 128311,Radial Velocity,radial velocity,2005,2005,false,2000s,921.538,13.0,1204.25787,,16.3292,219.0032292,9.7454368
HD 154672 b,HD 154672,hd 154672,Radial Velocity,radial velocity,2008,2008,false,2000s,163.94,12.8,1706.7471,,63.0484,257.520697,-56.4498041
HD 178911 B b,HD 178911 B,hd 178911 b,Radial Velocity,radial velocity,2001,2001,false,2000s,71.484,12.6,2552.1749,,40.9727,287.2632091,34.6006972
HD 155358 b,HD 155358,hd 155358,Radial Velocity,radial velocity,2007,2007,false,2000s,194.3,13.8,314.6517,,43.6197,257.3930947,33.3549277
HD 13189 b,HD 13189,hd 13189,Radial Velocity,radial velocity,2005,2005,false,2000s,471.60001,12.4,3480.2385,,497.823,32.4173964,32.3164548
HD 187085 b,HD 187085,hd 187085,Radial Velocity,radial velocity,2006,2006,false,2000s,1019.74,13.9,265.70588,,45.8993,297.3915731,-37.7809929
HD 206610 b,HD 206610,hd 206610,Radial Velocity,radial velocity,2009,2009,false,2000s,673.2,13.4,647.10188,,147.192,325.8537599,-7.4082451
HD 63454 b,HD 63454,hd 63454,Radial Velocity,radial velocity,2005,2005,false,2000s,2.81805,12.31,79.4575,,37.6894,114.8406393,-78.2791464
HD 62509 b,HD 62509,hd 62509,Radial Velocity,radial velocity,2006,2006,false,2000s,589.64,13.3,731.0,,10.34,116.328824,28.026127
HD 285968 b,HD 285968,hd 285968,Radial Velocity,radial velocity,2008,2008,false,2000s,8.7836,2.83,8.4,450.0,9.47045,70.7353853,18.953358
HD 63765 b,HD 63765,hd 63765,Radial Velocity,radial velocity,2009,2009,false,2000s,358.0,14.2,168.4499,,32.5376,116.9582617,-54.265345
HD 70642 b,HD 70642,hd 70642,Radial Velocity,radial velocity,2003,2003,false,2000s,2124.54,13.0,1239.5307873,,29.276,125.3661079,-39.7044432
HD 30562 b,HD 30562,hd 30562,Radial Velocity,radial velocity,2009,2009,false,2000s,1157.0,13.6,467.20775829,,26.1597,72.1529519,-5.6751152
HD 73267 b,HD 73267,hd 73267,Radial Velocity,radial velocity,2008,2008,false,2000s,1257.99159,13.0,1321.53051631,,50.4093,129.0735123,-34.4594469
HD 210702 b,HD 210702,hd 210702,Radial Velocity,radial velocity,2007,2007,false,2000s,355.5,13.6,481.5100366,,54.1963,332.9638643,16.0404806
HD 212771 b,HD 212771,hd 212771,Radial Velocity,radial velocity,2009,2009,false,2000s,380.7,13.3,759.6137,,111.155,336.762413,-17.2641046
HD 32518 b,HD 32518,hd 32518,Radial Velocity,radial velocity,2009,2009,false,2000s,157.35,13.2,905.49313154,,122.115,77.4037569,69.6391355
