pl_name,hostname,hostname_canon,discoverymethod,discoverymethod_canon,disc_year,disc_year_int,disc_year_bad,disc_era,pl_orbper,pl_rade,pl_bmasse,pl_eqt,sy_dist,ra,dec
Kepler-354 d,Kepler-354,kepler-354,Transit,transit,2014,2014,false,2010s,24.209842,1.24,2.07,451.0,554.064,285.7515347,41.3356739
Kepler-313 c,Kepler-313,kepler-313,Transit,transit,2014,2014,false,2010s,32.273273,2.57,7.13,683.0,1079.39524871,298.2948708,48.7754
Kepler-142 b,Kepler-142,kepler-142,Transit,transit,2014,2014,false,2010s,2.024152,1.99,4.62,1597.0,548.686,295.1190067,48.4813635
Kepler-487 b,Kepler-487,kepler-487,Transit,transit,2016,2016,false,2010s,15.358768403,11.42,,662.0,872.343,295.2872318,41.2220033
Kepler-506 b,Kepler-506,kepler-506,Transit,transit,2016,2016,false,2010s,6.8834055,2.73,7.9,1080.0,228.439,284.6351885,40.7198296
Kepler-58 d,Kepler-58,kepler-58,Transit,transit,2014,2014,false,2010s,40.101371,2.94,245.343,583.0,969.252,296.3586251,39.1152033
Kepler-299 e,Kepler-299,kepler-299,Transit,transit,2014,2014,false,2010s,38.285489,1.87,4.16,534.0,1052.24,283.2070156,48.5805222
Kepler-372 b,Kepler-372,kepler-372,Transit,transit,2014,2014,false,2010s,6.849692,1.36,2.42,1081.0,1493.95,291.2562253,49.2589288
Kepler-378 c,Kepler-378,kepler-378,Transit,transit,2014,2014,false,2010s,28.906009,0.7,0.271,414.0,152.094,294.9489697,46.4388673
Kepler-357 c,Kepler-357,kepler-357,Transit,transit,2014,2014,false,2010s,16.85837,2.67,7.61,576.0,688.573,291.2429746,44.0086337
Kepler-308 c,Kepler-308,kepler-308,Transit,transit,2014,2014,false,2010s,15.38231,2.16,5.31,714.0,1335.92,295.7852423,40.4395753
Kepler-124 b,Kepler-124,kepler-124,Transit,transit,2014,2014,false,2010s,3.410493,0.73,0.315,892.0,420.046,286.7527322,49.0648788
Kepler-235 b,Kepler-235,kepler-235,Transit,transit,2014,2014,false,2010s,3.340222,2.23,5.6,731.0,428.018,286.0790779,39.278237
Kepler-392 c,Kepler-392,kepler-392,Transit,transit,2014,2014,false,2010s,10.423118,1.1,1.37,901.0,681.428,288.660826,43.3681938
Kepler-360 c,Kepler-360,kepler-360,Transit,transit,2014,2014,false,2010s,7.186434,2.1,5.06,860.0,876.044,286.2847077,44.7815817
Kepler-363 b,Kepler-363,kepler-363,Transit,transit,2014,2014,false,2010s,3.614568,1.16,1.65,1347.0,762.596,283.1920779,41.3054172
Kepler-319 d,Kepler-319,kepler-319,Transit,transit,2014,2014,false,2010s,31.781925,2.29,5.86,528.0,503.436,288.8119782,39.7706431
Kepler-319 b,Kepler-319,kepler-319,Transit,transit,2014,2014,false,2010s,4.362705,1.63,3.29,1023.0,503.436,288.8119782,39.7706431
Kepler-398 c,Kepler-398,kepler-398,Transit,transit,2014,2014,false,2010s,11.419412,1.01,1.01,536.0,177.355,291.4688524,40.3437001
Kepler-399 b,Kepler-399,kepler-399,Transit,transit,2014,2014,false,2010s,14.425281,0.96,0.84,773.0,740.537,299.5017242,40.6707669
Kepler-379 b,Kepler-379,kepler-379,Transit,transit,2014,2014,false,2010s,20.09838,1.66,3.39,775.0,731.274,295.7010981,38.9458209
Kepler-198 b,Kepler-198,kepler-198,Transit,transit,2014,2014,false,2010s,17.790037,2.82,8.35,655.0,495.358,290.6731326,38.6910045
Kepler-372 d,Kepler-372,kepler-372,Transit,transit,2014,2014,false,2010s,30.092568,1.69,3.5,660.0,1493.95,291.2562253,49.2589288
Kepler-146 b,Kepler-146,kepler-146,Transit,transit,2014,2014,false,2010s,31.158799,3.71,13.3,639.0,716.797,294.1107631,38.7102222
Kepler-250 b,Kepler-250,kepler-250,Transit,transit,2014,2014,false,2010s,4.148141,1.13,1.51,938.0,760.585,289.5947633,44.1418114
Kepler-390 c,Kepler-390,kepler-390,Transit,transit,2014,2014,false,2010s,13.060022,0.79,0.418,630.0,435.277,291.6288086,41.2088351
Kepler-373 c,Kepler-373,kepler-373,Transit,transit,2014,2014,false,2010s,16.725948,1.24,2.07,729.0,1090.45,289.3879904,50.5970115
Kepler-326 b,Kepler-326,kepler-326,Transit,transit,2014,2014,false,2010s,2.248329,1.52,44.6,1127.0,487.675,294.3255898,46.0022646
Kepler-325 c,Kepler-325,kepler-325,Transit,transit,2014,2014,false,2010s,12.762172,2.54,6.99,721.0,823.242,289.8354219,49.825607
Kepler-46 d,Kepler-46,kepler-46,Transit,transit,2014,2014,false,2010s,6.766589,1.64,3.33,845.0,777.06,289.2687388,42.6041819
Kepler-142 c,Kepler-142,kepler-142,Transit,transit,2014,2014,false,2010s,4.761702,2.86,8.55,1201.0,548.686,295.1190067,48.4813635
Kepler-374 d,Kepler-374,kepler-374,Transit,transit,2014,2014,false,2010s,5.028219,1.31,2.27,1272.0,1265.61,294.1378921,42.3704075
Kepler-375 b,Kepler-375,kepler-375,Transit,transit,2014,2014,false,2010s,12.125934,1.45,2.7,851.0,1238.81,288.6178715,48.0983639
Kepler-256 b,Kepler-256,kepler-256,Transit,transit,2014,2014,false,2010s,1.620493,1.59,3.15,1681.0,1026.43,292.58042,46.0973588
Kepler-327 d,Kepler-327,kepler-327,Transit,transit,2014,2014,false,2010s,13.969457,1.73,3.64,387.0,241.987,292.6422963,44.0876251
Kepler-403 c,Kepler-403,kepler-403,Transit,transit,2014,2014,false,2010s,54.280749,1.75,3.71,604.0,840.269,289.9214256,46.7445267
Kepler-209 c,Kepler-209,kepler-209,Transit,transit,2014,2014,false,2010s,41.749882,3.1,9.8,486.0,576.946,291.1694567,42.6407281
Kepler-246 c,Kepler-246,kepler-246,Transit,transit,2014,2014,false,2010s,11.187161,1.5,2.86,667.0,626.078,296.4834007,42.6633806
Kepler-250 d,Kepler-250,kepler-250,Transit,transit,2014,2014,false,2010s,17.648312,2.18,5.39,579.0,760.585,289.5947633,44.1418114
Kepler-376 b,Kepler-376,kepler-376,Transit,transit,2014,2014,false,2010s,4.920199,1.07,1.24,1242.0,923.067,291.6071451,38.4103192
Kepler-380 c,Kepler-380,kepler-380,Transit,transit,2014,2014,false,2010s,7.630004,1.27,2.15,1056.0,813.713,282.3947017,48.7591334
Kepler-130 d,Kepler-130,kepler-130,Transit,transit,2014,2014,false,2010s,87.517905,1.64,3.33,451.0,316.663,288.4505905,40.2452006
Kepler-252 b,Kepler-252,kepler-252,Transit,transit,2014,2014,false,2010s,6.668391,1.23,2.04,587.0,379.424,295.579329,44.5459052
Kepler-255 b,Kepler-255,kepler-255,Transit,transit,2014,2014,false,2010s,5.714606,1.55,3.02,971.0,1052.53,296.0642702,45.9767647
Kepler-381 b,Kepler-381,kepler-381,Transit,transit,2014,2014,false,2010s,5.629021,0.99,0.937,1576.0,267.323,285.1828685,43.8310283
Kepler-383 c,Kepler-383,kepler-383,Transit,transit,2014,2014,false,2010s,31.200751,1.24,2.07,406.0,470.0,291.3426078,38.3631616
Kepler-331 d,Kepler-331,kepler-331,Transit,transit,2014,2014,false,2010s,32.134328,1.64,3.33,346.0,580.119,291.8343455,39.3073462
Kepler-333 c,Kepler-333,kepler-333,Transit,transit,2014,2014,false,2010s,24.08821,1.11,1.41,386.0,324.413,292.2861201,40.9135429
HATS-33 b,HATS-33,hats-33,Transit,transit,2016,2016,false,2010s,2.5495551,13.78707,378.85336,1429.0,248.46,294.6336944,-55.3302692
K2-55 b,K2-55,k2-55,Transit,transit,2016,2016,false,2010s,2.849271,4.43,44.0,900.0,159.522,333.7518786,-17.2508002
K2-60 b,K2-60,k2-60,Transit,transit,2016,2016,false,2010s,3.00265,7.655747,135.39558,1400.0,491.87,338.6062312,-13.7318044
Kepler-405 c,Kepler-405,kepler-405,Transit,transit,2014,2014,false,2010s,29.726682,4.66,19.6,557.0,1065.08,291.4094615,38.3400107
Kepler-256 d,Kepler-256,kepler-256,Transit,transit,2014,2014,false,2010s,5.839172,2.48,6.71,1097.0,1026.43,292.58042,46.0973588
Kepler-258 c,Kepler-258,kepler-258,Transit,transit,2014,2014,false,2010s,33.653079,3.61,12.7,470.0,575.988,294.0684116,46.5791357
Kepler-387 c,Kepler-387,kepler-387,Transit,transit,2014,2014,false,2010s,11.837549,0.89,0.64,826.0,801.052,287.7982699,45.6567655
Kepler-334 d,Kepler-334,kepler-334,Transit,transit,2014,2014,false,2010s,25.09849,1.41,2.57,656.0,426.59,287.1406177,47.1151153
Kepler-336 b,Kepler-336,kepler-336,Transit,transit,2014,2014,false,2010s,2.024823,1.02,1.04,1625.0,768.86,290.2376224,41.3313637
Kepler-149 c,Kepler-149,kepler-149,Transit,transit,2014,2014,false,2010s,55.328328,1.61,3.22,436.0,571.034,285.8537014,38.3840916
Kepler-393 c,Kepler-393,kepler-393,Transit,transit,2014,2014,false,2010s,14.613612,1.33,2.33,901.0,881.404,290.995205,45.192188
Kepler-292 c,Kepler-292,kepler-292,Transit,transit,2014,2014,false,2010s,3.715335,1.47,2.76,1001.0,1056.48,295.7661979,42.4242822
Kepler-337 b,Kepler-337,kepler-337,Transit,transit,2014,2014,false,2010s,3.292781,1.54,2.99,1458.0,677.975,290.0605123,47.1639533
Kepler-338 c,Kepler-338,kepler-338,Transit,transit,2014,2014,false,2010s,24.310856,2.34,6.08,831.0,552.798,282.9790593,40.7844188
Kepler-164 b,Kepler-164,kepler-164,Transit,transit,2014,2014,false,2010s,5.03503,1.41,2.57,1141.0,890.758,287.7808115,47.6298453
Kepler-169 f,Kepler-169,kepler-169,Transit,transit,2014,2014,false,2010s,87.090195,2.58,7.18,321.0,406.529,285.9999204,40.9193822
Kepler-265 b,Kepler-265,kepler-265,Transit,transit,2014,2014,false,2010s,6.846262,1.86,4.12,1022.0,1280.25,290.5104788,41.244743
Kepler-269 c,Kepler-269,kepler-269,Transit,transit,2014,2014,false,2010s,8.127899,1.69,3.5,875.0,2257.32,290.2151459,41.775981
Kepler-395 b,Kepler-395,kepler-395,Transit,transit,2014,2014,false,2010s,7.054346,1.03,1.08,576.0,421.382,293.5111889,45.1366252
Kepler-298 d,Kepler-298,kepler-298,Transit,transit,2014,2014,false,2010s,77.473633,2.5,6.8,277.0,518.204,283.0398448,48.8253303
Kepler-339 c,Kepler-339,kepler-339,Transit,transit,2014,2014,false,2010s,6.988055,1.15,7.3,914.0,616.637,293.351701,48.4445922
Kepler-339 d,Kepler-339,kepler-339,Transit,transit,2014,2014,false,2010s,10.558345,1.17,14.7,796.0,616.637,293.351701,48.4445922
Kepler-171 d,Kepler-171,kepler-171,Transit,transit,2014,2014,false,2010s,39.595519,1.89,4.23,497.0,863.855,296.7719082,41.7555958
Kepler-174 d,Kepler-174,kepler-174,Transit,transit,2014,2014,false,2010s,247.35373,2.19,5.43,212.0,384.757,287.4389454,43.8320052
Kepler-272 d,Kepler-272,kepler-272,Transit,transit,2014,2014,false,2010s,10.937304,2.25,5.69,777.0,889.608,299.1275257,47.5938319
Kepler-206 d,Kepler-206,kepler-206,Transit,transit,2014,2014,false,2010s,23.44281,1.19,1.81,681.0,594.447,291.6346564,41.8338415
Kepler-122 c,Kepler-122,kepler-122,Transit,transit,2014,2014,false,2010s,12.465988,5.87,29.0,897.0,1027.45,291.1118647,39.9490248
Kepler-251 c,Kepler-251,kepler-251,Transit,transit,2014,2014,false,2010s,16.514043,2.77,8.1,655.0,924.625,296.5662171,44.1058077
Kepler-234 c,Kepler-234,kepler-234,Transit,transit,2014,2014,false,2010s,7.21205,3.51,12.1,1025.0,1733.1,291.6535379,38.4946597
KOI-1257 b,KOI-1257,koi-1257,Transit,transit,2014,2014,false,2010s,86.647661,10.54,460.83,511.0,656.0,291.2250888,44.9272918
OGLE-2008-BLG-355L b,OGLE-2008-BLG-355L,ogle-2008-blg-355l,Microlensing,microlensing,2014,2014,false,2010s,,12.9,1500.0,,6800.0,269.786708,-30.7594722
Kepler-200 b,Kepler-200,kepler-200,Transit,transit,2014,2014,false,2010s,8.594805,2.13,5.18,854.0,665.912,284.4099503,41.2374928
Kepler-188 c,Kepler-188,kepler-188,Transit,transit,2014,2014,false,2010s,5.996553,3.19,10.3,1025.0,968.544,281.2797173,44.3154743
Kepler-252 c,Kepler-252,kepler-252,Transit,transit,2014,2014,false,2010s,10.848463,2.15,5.27,499.0,379.424,295.579329,44.5459052
Kepler-158 c,Kepler-158,kepler-158,Transit,transit,2014,2014,false,2010s,28.551383,1.9,4.27,418.0,315.177,284.0323723,39.7815365
KELT-12 b,KELT-12,kelt-12,Transit,transit,2017,2017,false,2010s,5.031623,19.95202,301.9385,1800.0,368.03,267.6404906,36.5701761
Kepler-421 b,Kepler-421,kepler-421,Transit,transit,2014,2014,false,2010s,704.1984,4.16,16.1,185.0,348.558,283.2568116,45.0876823
Kepler-343 c,Kepler-343,kepler-343,Transit,transit,2014,2014,false,2010s,23.22182,2.02,4.74,746.0,927.193,291.960662,42.4329567
Kepler-347 c,Kepler-347,kepler-347,Transit,transit,2014,2014,false,2010s,27.320871,1.75,3.71,705.0,1298.88,289.1995995,49.3056404
Kepler-190 b,Kepler-190,kepler-190,Transit,transit,2014,2014,false,2010s,2.019999,1.56,3.05,1166.0,433.387,288.5839761,44.7337701
Kepler-253 c,Kepler-253,kepler-253,Transit,transit,2014,2014,false,2010s,10.281951,2.65,7.51,680.0,838.595,291.8419337,44.858124
Kepler-170 c,Kepler-170,kepler-170,Transit,transit,2014,2014,false,2010s,16.665863,2.86,8.55,702.0,738.657,284.5211975,41.6296562
Kepler-205 c,Kepler-205,kepler-205,Transit,transit,2014,2014,false,2010s,20.306546,1.64,3.33,389.0,159.72,285.2866912,41.8609357
KELT-7 b,KELT-7,kelt-7,Transit,transit,2015,2015,false,2010s,2.73477,17.9344,441.7837,2048.0,136.681,78.2955912,33.3179532
WASP-76 b,WASP-76,wasp-76,Transit,transit,2016,2016,false,2010s,1.80988198,20.78145022,284.13859586,2228.0,194.459,26.632936,2.700389
WASP-127 b,WASP-127,wasp-127,Transit,transit,2016,2016,false,2010s,4.17806203,14.694999,52.346601,1400.0,159.507,160.5587646,-3.8349989
TOI-216.02,TOI-216,toi-216,Transit,transit,2019,2019,false,2010s,17.16073,8.0,18.75187601,628.0,177.945,73.9800129,-63.2603301
HATS-59 c,HATS-59,hats-59,Radial Velocity,radial velocity,2018,2018,false,2010s,1422.0,12.3,4036.441,175.9,642.884,170.324325,-22.388177
Kepler-202 b,Kepler-202,kepler-202,Transit,transit,2014,2014,false,2010s,4.069427,1.63,3.29,802.0,285.111,282.9734874,41.3217991
Kepler-214 c,Kepler-214,kepler-214,Transit,transit,2014,2014,false,2010s,28.7798,2.13,5.18,619.0,1208.44,284.7548499,44.95605
Kepler-192 b,Kepler-192,kepler-192,Transit,transit,2014,2014,false,2010s,9.926746,2.74,7.95,803.0,651.674,287.9179379,45.5928829
Kepler-196 c,Kepler-196,kepler-196,Transit,transit,2014,2014,false,2010s,47.427737,2.24,5.65,407.0,451.312,284.9685077,42.0791214
Kepler-245 d,Kepler-245,kepler-245,Transit,transit,2014,2014,false,2010s,36.277108,3.03,21.6,445.0,861.527,291.6389972,42.4363482
Kepler-101 c,Kepler-101,kepler-101,Transit,transit,2014,2014,false,2010s,6.02976,1.25,3.78,1413.0,927.981,283.255507,48.3552474
Kepler-154 b,Kepler-154,kepler-154,Transit,transit,2014,2014,false,2010s,33.040532,2.26,5.73,561.0,915.212,289.7805393,49.8965624
Kepler-359 d,Kepler-359,kepler-359,Transit,transit,2014,2014,false,2010s,77.095691,4.01,2.7,464.0,1443.21,293.2936129,42.1963497
Kepler-256 c,Kepler-256,kepler-256,Transit,transit,2014,2014,false,2010s,3.38802,2.15,5.27,1315.0,1026.43,292.58042,46.0973588
Kepler-254 b,Kepler-254,kepler-254,Transit,transit,2014,2014,false,2010s,5.826662,3.87,14.3,1013.0,1389.48,288.1646541,45.8164257
Kepler-184 c,Kepler-184,kepler-184,Transit,transit,2014,2014,false,2010s,20.303005,1.97,8.8,630.0,610.326,291.9518784,43.0746172
Kepler-248 b,Kepler-248,kepler-248,Transit,transit,2014,2014,false,2010s,6.308205,3.02,9.38,819.0,738.792,293.0613138,43.5813577
KIC 10001893 b,KIC 10001893,kic 10001893,Orbital Brightness Modulation,orbital brightness modulation,2014,2014,false,2010s,0.2197,,,,1672.94,287.3892308,46.9844491
KIC 10001893 c,KIC 10001893,kic 10001893,Orbital Brightness Modulation,orbital brightness modulation,2014,2014,false,2010s,0.32528,,,,1672.94,287.3892308,46.9844491
Kepler-172 b,Kepler-172,kepler-172,Transit,transit,2014,2014,false,2010s,2.940309,2.35,6.12,1256.0,828.592,283.3684093,41.821839
Kepler-205 b,Kepler-205,kepler-205,Transit,transit,2014,2014,false,2010s,2.75564,1.51,2.89,757.0,159.72,285.2866912,41.8609357
Kepler-257 c,Kepler-257,kepler-257,Transit,transit,2014,2014,false,2010s,6.581484,5.41,25.2,881.0,780.256,297.3159994,46.0232642
Kepler-217 b,Kepler-217,kepler-217,Transit,transit,2014,2014,false,2010s,5.374943,2.23,5.6,1413.0,1104.64,293.0377331,46.2775223
Kepler-174 c,Kepler-174,kepler-174,Transit,transit,2014,2014,false,2010s,44.000529,1.49,2.83,377.0,384.757,287.4389454,43.8320052
Kepler-251 d,Kepler-251,kepler-251,Transit,transit,2014,2014,false,2010s,30.133001,2.77,8.1,536.0,924.625,296.5662171,44.1058077
Kepler-423 b,Kepler-423,kepler-423,Transit,transit,2014,2014,false,2010s,2.6843285,13.361,189.101,1605.0,758.753,292.8557189,46.3911883
LTT 1445 A b,LTT 1445 A,ltt 1445 a,Transit,transit,2019,2019,false,2010s,5.3587635,1.34,2.73,431.0,6.86929,45.4624781,-16.5944956
KELT-11 b,KELT-11,kelt-11,Transit,transit,2017,2017,false,2010s,4.73620865,15.13212395,65.15482343,1712.0,99.1596,161.7069053,-9.3993646
KIC 10001893 d,KIC 10001893,kic 10001893,Orbital Brightness Modulation,orbital brightness modulation,2014,2014,false,2010s,0.81161,,,,1672.94,287.3892308,46.9844491
Kepler-361 b,Kepler-361,kepler-361,Transit,transit,2014,2014,false,2010s,8.486616,1.45,2.7,1060.0,930.32,296.8034146,46.7411011
Kepler-362 b,Kepler-362,kepler-362,Transit,transit,2014,2014,false,2010s,10.327186,0.88,0.615,838.0,1090.51,291.771603,47.5299192
Kepler-218 c,Kepler-218,kepler-218,Transit,transit,2014,2014,false,2010s,44.699576,3.14,10.0,500.0,656.38,295.4128785,46.2665801
Kepler-193 b,Kepler-193,kepler-193,Transit,transit,2014,2014,false,2010s,11.38848,2.39,6.3,979.0,1009.1,296.4985951,46.5772484
Kepler-253 d,Kepler-253,kepler-253,Transit,transit,2014,2014,false,2010s,18.119869,3.17,10.2,563.0,838.595,291.8419337,44.858124
Kepler-192 c,Kepler-192,kepler-192,Transit,transit,2014,2014,false,2010s,21.2234,2.79,8.2,623.0,651.674,287.9179379,45.5928829
WASP-136 b,WASP-136,wasp-136,Transit,transit,2016,2016,false,2010s,5.21536178778,16.81347105,479.92089457,1630.0,275.587,0.325761,-8.9262512
WASP-185 b,WASP-185,wasp-185,Transit,transit,2019,2019,false,2010s,9.38755,14.01125,311.4734,1160.0,279.35,214.0595791,-19.5423062
Kepler-365 c,Kepler-365,kepler-365,Transit,transit,2014,2014,false,2010s,17.784129,1.64,3.33,729.0,1038.99,295.626564,49.130411
Kepler-220 c,Kepler-220,kepler-220,Transit,transit,2014,2014,false,2010s,9.034199,1.57,3.09,586.0,171.109,291.5060432,46.8956262
K2-266 c,K2-266,k2-266,Transit,transit,2018,2018,false,2010s,7.814,0.705,0.29013072,664.5,77.5586,157.9356855,0.9372782
Kepler-522 b,Kepler-522,kepler-522,Transit,transit,2016,2016,false,2010s,38.58422849,6.91,38.2,761.0,639.239,288.153973,44.0688154
K2-199 c,K2-199,k2-199,Transit,transit,2018,2018,false,2010s,7.3744897,2.85,12.4,694.0,107.518,208.9014508,-6.1360833
Kepler-670 b,Kepler-670,kepler-670,Transit,transit,2016,2016,false,2010s,2.816504852,13.18,,1219.0,939.744,297.0154644,49.2252988
Kepler-196 b,Kepler-196,kepler-196,Transit,transit,2014,2014,false,2010s,20.739886,1.9,4.27,536.0,451.312,284.9685077,42.0791214
Kepler-221 c,Kepler-221,kepler-221,Transit,transit,2014,2014,false,2010s,5.690586,2.93,9.3,860.0,385.231,296.6547477,46.8352242
Kepler-163 c,Kepler-163,kepler-163,Transit,transit,2014,2014,false,2010s,21.347262,2.26,5.73,648.0,689.814,295.0027458,46.9873389
Kepler-97 c,Kepler-97,kepler-97,Radial Velocity,radial velocity,2014,2014,false,2010s,789.0,,344.0,,400.907,287.3265292,48.6733443
Kepler-407 c,Kepler-407,kepler-407,Radial Velocity,radial velocity,2014,2014,false,2010s,3000.0,12.3,4000.0,,338.368,286.0363025,49.6145027
Kepler-427 b,Kepler-427,kepler-427,Transit,transit,2014,2014,false,2010s,10.290994,13.79,92.17,1100.0,1017.8,288.2545808,43.7048379
Kepler-207 d,Kepler-207,kepler-207,Transit,transit,2014,2014,false,2010s,5.868075,3.31,11.0,1254.0,875.519,290.0305195,42.1660555
Kepler-245 b,Kepler-245,kepler-245,Transit,transit,2014,2014,false,2010s,7.49019,2.57,146.78,753.0,861.527,291.6389972,42.4363482
Kepler-208 b,Kepler-208,kepler-208,Transit,transit,2014,2014,false,2010s,4.22864,1.63,3.29,1379.0,775.328,293.8901979,42.5279413
Kepler-246 b,Kepler-246,kepler-246,Transit,transit,2014,2014,false,2010s,4.60182,2.34,6.08,896.0,626.078,296.4834007,42.6633806
Kepler-179 c,Kepler-179,kepler-179,Transit,transit,2014,2014,false,2010s,6.40013,2.0,4.66,810.0,605.68,298.6636163,47.7619329
Kepler-226 c,Kepler-226,kepler-226,Transit,transit,2014,2014,false,2010s,5.349555,2.27,45.2,919.0,980.138,292.3760942,47.8809596
Kepler-113 b,Kepler-113,kepler-113,Transit,transit,2014,2014,false,2010s,4.754,1.82,11.7,775.0,262.351,287.9978721,50.9441847
Kepler-48 d,Kepler-48,kepler-48,Transit,transit,2014,2014,false,2010s,42.8961,2.04,7.93,448.0,306.738,299.1393094,40.948939
Kepler-199 b,Kepler-199,kepler-199,Transit,transit,2014,2014,false,2010s,23.637604,3.11,9.85,595.0,521.054,295.5594278,40.236249
Kepler-237 c,Kepler-237,kepler-237,Transit,transit,2014,2014,false,2010s,8.103636,2.08,4.98,687.0,657.822,283.2213438,40.421762
HD 181234 b,HD 181234,hd 181234,Radial Velocity,radial velocity,2019,2019,false,2010s,7593.40512,12.5,2980.91262925,,47.7458,289.9998695,-9.32497
Kepler-247 c,Kepler-247,kepler-247,Transit,transit,2014,2014,false,2010s,9.439452,4.09,15.7,686.0,663.711,288.6425609,43.0393769
Kepler-161 b,Kepler-161,kepler-161,Transit,transit,2014,2014,false,2010s,4.921355,2.12,2.63,868.0,434.632,290.5164698,43.0838642
Kepler-153 b,Kepler-153,kepler-153,Transit,transit,2014,2014,false,2010s,18.870227,2.92,8.85,621.0,459.368,282.460502,48.2570293
Kepler-106 b,Kepler-106,kepler-106,Transit,transit,2014,2014,false,2010s,6.16486,0.82,5.3,1021.0,444.322,300.864006,44.3375497
Kepler-100 d,Kepler-100,kepler-100,Transit,transit,2014,2014,false,2010s,35.3331,1.61,3.0,670.0,304.645,291.3861294,41.9901394
Kepler-274 b,Kepler-274,kepler-274,Transit,transit,2014,2014,false,2010s,11.634788,1.54,2.99,961.0,1333.62,292.9227926,38.4772173
Kepler-312 b,Kepler-312,kepler-312,Transit,transit,2014,2014,false,2010s,1.772419,1.29,2.21,1685.0,797.72,298.3957687,42.4597712
Kepler-211 c,Kepler-211,kepler-211,Transit,transit,2014,2014,false,2010s,6.04045,1.29,18.3,841.0,309.353,285.4391183,43.1685051
Kepler-212 c,Kepler-212,kepler-212,Transit,transit,2014,2014,false,2010s,31.805174,2.74,7.95,664.0,687.194,287.6208165,43.1416239
Kepler-228 d,Kepler-228,kepler-228,Transit,transit,2014,2014,false,2010s,11.094286,4.04,15.4,835.0,1644.61,296.2860853,48.2246328
HD 27894 d,HD 27894,hd 27894,Radial Velocity,radial velocity,2017,2017,false,2010s,5019.54244,12.7,2063.65984665,,43.8214,65.1975693,-59.4096776
Kepler-230 b,Kepler-230,kepler-230,Transit,transit,2014,2014,false,2010s,32.625555,4.26,16.8,506.0,740.754,285.7185682,48.5058038
Kepler-166 b,Kepler-166,kepler-166,Transit,transit,2014,2014,false,2010s,7.650254,2.27,5.77,772.0,603.53,293.1600977,48.8812074
Kepler-181 c,Kepler-181,kepler-181,Transit,transit,2014,2014,false,2010s,4.302149,1.99,4.62,937.0,609.283,296.1512831,50.0957806
Kepler-106 d,Kepler-106,kepler-106,Transit,transit,2014,2014,false,2010s,23.9802,0.95,8.1,649.0,444.322,300.864006,44.3375497
Kepler-131 c,Kepler-131,kepler-131,Transit,transit,2014,2014,false,2010s,25.5169,0.84,8.25,615.0,228.678,288.5308924,40.942373
Kepler-320 b,Kepler-320,kepler-320,Transit,transit,2014,2014,false,2010s,8.371554,1.14,1.55,1292.0,826.613,293.2135155,46.1751457
Kepler-169 e,Kepler-169,kepler-169,Transit,transit,2014,2014,false,2010s,13.767102,2.2,5.48,595.0,406.529,285.9999204,40.9193822
Kepler-249 c,Kepler-249,kepler-249,Transit,transit,2014,2014,false,2010s,7.113702,1.51,2.89,429.0,190.401,296.9853002,43.6586043
Kepler-174 b,Kepler-174,kepler-174,Transit,transit,2014,2014,false,2010s,13.98179,1.96,4.5,553.0,384.757,287.4389454,43.8320052
Kepler-231 c,Kepler-231,kepler-231,Transit,transit,2014,2014,false,2010s,19.271566,1.93,24.1,393.0,316.618,293.9733913,50.531846
Kepler-197 c,Kepler-197,kepler-197,Transit,transit,2014,2014,false,2010s,10.349695,1.23,5.3,930.0,330.575,295.2264739,50.5592348
Kepler-151 b,Kepler-151,kepler-151,Transit,transit,2014,2014,false,2010s,15.228958,3.06,9.59,639.0,649.919,292.1627933,41.0231947
Kepler-241 b,Kepler-241,kepler-241,Transit,transit,2014,2014,false,2010s,12.718092,2.33,6.04,562.0,512.0,292.9131121,41.0609786
Kepler-232 b,Kepler-232,kepler-232,Transit,transit,2014,2014,false,2010s,4.431222,3.08,9.69,1104.0,1349.13,295.8161668,51.1217249
Kepler-233 b,Kepler-233,kepler-233,Transit,transit,2014,2014,false,2010s,8.472382,2.43,6.48,751.0,856.417,296.3665054,51.3194548
Kepler-143 b,Kepler-143,kepler-143,Transit,transit,2014,2014,false,2010s,16.007583,2.41,6.39,838.0,809.467,298.0676519,49.412541
Kepler-332 d,Kepler-332,kepler-332,Transit,transit,2014,2014,false,2010s,34.21154,1.18,1.76,427.0,344.19,286.6627811,47.4136938
Kepler-10 b,Kepler-10,kepler-10,Transit,transit,2011,2011,false,2010s,0.8374907,1.47,3.24,2188.0,185.506,285.679298,50.2414842
Kepler-453 b,Kepler-453,kepler-453,Transit,transit,2015,2015,false,2010s,240.503,6.204,16.0,,442.846,283.2413322,46.3784691
KIC 3558849 b,KIC 3558849,kic 3558849,Transit,transit,2015,2015,false,2010s,1322.3,6.9,38.1,,1215.7,294.9498381,38.6051867
HD 215152 c,HD 215152,hd 215152,Radial Velocity,radial velocity,2018,2018,false,2010s,7.28243,,468.79690033,,21.5974,340.8380941,-6.4020685
Kepler-440 b,Kepler-440,kepler-440,Transit,transit,2015,2015,false,2010s,101.11141,1.86,4.12,229.0,301.03,285.3500664,41.4523695
Kepler-490 b,Kepler-490,kepler-490,Transit,transit,2016,2016,false,2010s,3.268695154,11.65,,1597.0,1523.0,295.025662,46.9559536
HATS-66 b,HATS-66,hats-66,Transit,transit,2018,2018,false,2010s,3.1414391,15.815899,1694.0339,1998.0,1477.98,101.3948048,-33.8816918
