pl_name,hostname,hostname_canon,discoverymethod,discoverymethod_canon,disc_year,disc_year_int,disc_year_bad,disc_era,pl_orbper,pl_rade,pl_bmasse,pl_eqt,sy_dist,ra,dec
HD 168863 b,HD 168863,hd 168863,Radial Velocity,radial velocity,2022,2022,false,2020s,14773.93272,12.7,2154.87659946,,39.8979,275.6642157,-18.0219726
HD 89839 b,HD 89839,hd 89839,Radial Velocity,radial velocity,2023,2023,false,2020s,3441.0,12.9,1592.32031907,,57.3063,155.168879,-53.6640291
TOI-237 b,TOI-237,toi-237,Transit,transit,2020,2020,false,2020s,5.436098,1.44,2.67,388.0,38.0749,353.2435381,-29.416487
HD 222237 b,HD 222237,hd 222237,Radial Velocity,radial velocity,2024,2024,false,2020s,14892.0,12.8,1649.52943233,,11.4469,354.9078642,-72.7253271
SPECULOOS-3 b,SPECULOOS-3,speculoos-3,Transit,transit,2024,2024,false,2020s,0.71912603,0.977,0.894,553.0,,312.3632611,33.6123832
TOI-4495 c,TOI-4495,toi-4495,Transit,transit,2024,2024,false,2020s,5.18553,4.03,23.2,1365.0,132.214,286.3624951,37.0259902
TOI-4495 b,TOI-4495,toi-4495,Transit,transit,2026,2026,false,2020s,2.56699,2.483,7.7,1735.0,132.214,286.3624951,37.0259902
TOI-6692 b,TOI-6692,toi-6692,Transit,transit,2026,2026,false,2020s,131.125,11.67975789,197.05361234,467.0,312.903,312.6940436,-81.2723982
KMT-2025-BLG-1616L b,KMT-2025-BLG-1616L,kmt-2025-blg-1616l,Microlensing,microlensing,2026,2026,false,2020s,,7.34,42.32,,7500.0,267.778875,-30.1391111
HD 176986 d,HD 176986,hd 176986,Radial Velocity,radial velocity,2026,2026,false,2020s,61.376,2.49,6.76,363.0,27.7843,285.7739138,-11.044941
HD 108202 b,HD 108202,hd 108202,Radial Velocity,radial velocity,2023,2023,false,2020s,2990.0,13.1,953.485221,,38.6846,186.4613189,-1.1109233
HD 68988 c,HD 68988,hd 68988,Radial Velocity,radial velocity,2021,2021,false,2020s,16000.0,12.2,4776.96095721,,60.8447,124.5935429,61.4608518
HD 16905 b,HD 16905,hd 16905,Radial Velocity,radial velocity,2022,2022,false,2020s,10256.0,12.4,3591.4609991,,39.7401,40.0136203,-61.3550396
HD 62364 c,HD 62364,hd 62364,Radial Velocity,radial velocity,2022,2022,false,2020s,74839.94555,12.0,7923.46218651,,53.112,113.9052658,-75.5442707
BD-210397 b,BD-210397,bd-210397,Radial Velocity,radial velocity,2023,2023,false,2020s,1891.0,14.0,214.0,,23.7324,33.3024198,-21.1962147
TOI-3856 b,TOI-3856,toi-3856,Transit,transit,2025,2025,false,2020s,2.04360352,13.59649359,171.62733978,1544.0,314.443,145.2229223,27.950158
TOI-5789 e,TOI-5789,toi-5789,Radial Velocity,radial velocity,2026,2026,false,2020s,62.98,3.43,11.61,424.0,20.4581,302.7734475,16.1897138
TOI-1272 b,TOI-1272,toi-1272,Transit,transit,2022,2022,false,2020s,3.31599,4.13204907,27.0,975.0,137.572,199.1962036,49.8610591
TOI-5720 b,TOI-5720,toi-5720,Transit,transit,2024,2024,false,2020s,1.4344555,1.09,4.3,708.0,35.8256,170.3135774,25.2732942
TOI-561 e,TOI-561,toi-561,Transit,transit,2020,2020,false,2020s,77.144,2.517,12.4,416.0,85.799,148.1851516,6.216103
TOI-2537 c,TOI-2537,toi-2537,Radial Velocity,radial velocity,2024,2024,false,2020s,1920.0,12.7,2297.89938261,123.1,184.986,54.3882661,10.0577464
TOI-1749 b,TOI-1749,toi-1749,Transit,transit,2021,2021,false,2020s,2.38839,1.39,57.0,831.0,99.5561,282.7372281,64.419466
TOI-3819 b,TOI-3819,toi-3819,Transit,transit,2023,2023,false,2020s,3.2443141,13.13692538,352.78953177,1633.0,558.141,121.8632568,29.3886446
TOI-2346 b,TOI-2346,toi-2346,Transit,transit,2025,2025,false,2020s,3.3312029,16.11851425,394.10722468,1689.0,437.484,88.0929073,-13.3724686
HIP 113103 b,HIP 113103,hip 113103,Transit,transit,2023,2023,false,2020s,7.610303,1.829,4.0,721.0,46.2122,343.5723794,-43.0102291
HD 28109 d,HD 28109,hd 28109,Transit,transit,2022,2022,false,2020s,84.2899,3.11,5.8,561.0,139.611,65.2383065,-68.1026875
TOI-1439 b,TOI-1439,toi-1439,Transit,transit,2024,2024,false,2020s,27.644,4.2427861,38.5,748.4,230.306,241.7639371,67.8776404
K2-415 b,K2-415,k2-415,Transit,transit,2023,2023,false,2020s,4.0179694,1.015,7.5,412.4,21.8182,137.2015437,11.8622503
Kepler-487 d,Kepler-487,kepler-487,Transit,transit,2021,2021,false,2020s,2.418390036,2.77513568,8.12,1226.0,872.343,295.2872318,41.2220033
TOI-1634 b,TOI-1634,toi-1634,Transit,transit,2021,2021,false,2020s,0.9893455,1.773,7.57,924.0,35.2736,56.3906096,37.1122803
HD 110067 g,HD 110067,hd 110067,Transit,transit,2023,2023,false,2020s,54.76992,2.607,8.4,440.0,32.1585,189.8392243,20.0273377
TOI-1696 b,TOI-1696,toi-1696,Transit,transit,2022,2022,false,2020s,2.500311,3.09,48.8,489.0,64.9172,65.280648,48.8198312
TOI-3688 A b,TOI-3688 A,toi-3688 a,Transit,transit,2023,2023,false,2020s,3.246075,13.08088048,311.47183886,1534.0,396.378,39.2823371,54.8512152
TOI-1723 b,TOI-1723,toi-1723,Transit,transit,2024,2024,false,2020s,13.727012643,3.435,10.4,782.98,100.727,116.7971978,68.4766845
TOI-5728 b,TOI-5728,toi-5728,Transit,transit,2025,2025,false,2020s,11.49761,1.31,2.27,382.0,54.7045,260.3509363,67.5504212
TOI-1246 c,TOI-1246,toi-1246,Transit,transit,2022,2022,false,2020s,5.904137,2.45109846,9.1,862.49,169.422,251.1158702,70.4299917
WASP-148 c,WASP-148,wasp-148,Radial Velocity,radial velocity,2020,2020,false,2020s,34.524,13.9,124.58873554,590.0,246.353,254.1305022,44.3025361
TOI-444 b,TOI-444,toi-444,Transit,transit,2023,2023,false,2020s,17.9636,2.77,8.1,609.0,57.3973,64.1839982,-26.7664071
TOI-2202 b,TOI-2202,toi-2202,Transit,transit,2021,2021,false,2020s,11.9126075,10.95117414,287.31687993,652.07,235.933,51.2284214,-73.9575458
Wendelstein-2 b,Wendelstein-2,wendelstein-2,Transit,transit,2020,2020,false,2020s,1.7522239,12.9934728,232.33373,2470.0,565.541,297.7909214,16.9125679
LTT 3780 c,LTT 3780,ltt 3780,Transit,transit,2020,2020,false,2020s,12.252284,2.39,8.04,359.0,21.9814,154.6449033,-11.717801
HIP 9618 b,HIP 9618,hip 9618,Transit,transit,2023,2023,false,2020s,20.772858,3.82838127,8.3,640.88,67.5478,30.9050061,21.2813274
TOI-1420 b,TOI-1420,toi-1420,Transit,transit,2023,2023,false,2020s,6.9561063,11.89,25.1,957.0,201.918,322.9418092,66.3490054
TOI-6109 b,TOI-6109,toi-6109,Transit,transit,2025,2025,false,2020s,5.690476,4.8704,21.1,700.0,151.738,50.1319206,42.6069564
GJ 367 d,GJ 367,gj 367,Radial Velocity,radial velocity,2023,2023,false,2020s,34.369,2.33,6.03,,9.41263,146.121464,-45.7790165
HD 24040 c,HD 24040,hd 24040,Radial Velocity,radial velocity,2021,2021,false,2020s,515.4,9.35,63.88350981,,46.6224,57.5962104,17.4752873
WASP-154 b,WASP-154,wasp-154,Transit,transit,2025,2025,false,2020s,3.811678,10.76062147,198.96058278,994.0,215.501,327.7191734,-8.6359458
TOI-1221 b,TOI-1221,toi-1221,Transit,transit,2023,2023,false,2020s,91.68278,2.91,1112.3994245,440.0,138.411,107.9210254,-65.5088568
TOI-5205 b,TOI-5205,toi-5205,Transit,transit,2023,2023,false,2020s,1.630757,11.6,343.0,737.0,86.4493,313.7706819,24.360977
TOI-1266 d,TOI-1266,toi-1266,Transit Timing Variations,transit timing variations,2025,2025,false,2020s,32.509,1.74,3.68,288.0,36.0118,197.9965833,65.8336973
TOI-1670 b,TOI-1670,toi-1670,Transit,transit,2022,2022,false,2020s,10.98462,2.06,41.31769291,1062.0,168.067,259.0172522,72.1611806
TOI-1224 c,TOI-1224,toi-1224,Transit,transit,2024,2024,false,2020s,17.945466,2.884,8.67,303.12,37.3312,37.1978356,-80.8991053
TOI-712 d,TOI-712,toi-712,Transit,transit,2022,2022,false,2020s,84.8396,2.474,6.68,313.6,58.6212,92.9361063,-65.8258386
TOI-2088 b,TOI-2088,toi-2088,Transit,transit,2024,2024,false,2020s,124.72997,3.6831179,37.0,300.33,126.46,261.3748943,75.8822796
TOI-5799 b,TOI-5799,toi-5799,Transit,transit,2024,2024,false,2020s,4.164507,1.733,3.65,505.0,27.8123,301.630179,15.9891418
WASP-132 d,WASP-132,wasp-132,Radial Velocity,radial velocity,2024,2024,false,2020s,1816.6,12.8,1639.99458012,107.0,122.91,217.6091998,-46.159516
TOI-6383 A b,TOI-6383 A,toi-6383 a,Transit,transit,2024,2024,false,2020s,1.79058695,11.29,331.0,745.0,171.319,60.4246951,60.8913677
NGTS-21 b,NGTS-21,ngts-21,Transit,transit,2022,2022,false,2020s,1.5433897,14.90794433,750.07504052,1357.0,592.891,311.2583112,-35.4278412
HD 21520 b,HD 21520,hd 21520,Transit,transit,2024,2024,false,2020s,25.1292,2.697,17.7,637.0,79.208,51.6403449,-43.6136649
TOI-3353.01,TOI-3353,toi-3353,Transit,transit,2024,2024,false,2020s,4.6657965,2.6667555,7.59,1264.36,78.7577,106.5298146,-75.8195594
TOI-1411 b,TOI-1411,toi-1411,Transit,transit,2022,2022,false,2020s,1.4520527,1.19880592,2.0,976.4,32.4778,232.946047,47.0555507
HATS-38 b,HATS-38,hats-38,Transit,transit,2020,2020,false,2020s,4.375021,6.882326,23.51942,1294.0,343.525,154.2710615,-25.2762982
TOI-4603 b,TOI-4603,toi-4603,Transit,transit,2023,2023,false,2020s,7.24599,11.67975789,4096.80816623,1677.0,225.643,83.8659288,21.2942417
KMT-2022-BLG-1818L b,KMT-2022-BLG-1818L,kmt-2022-blg-1818l,Microlensing,microlensing,2026,2026,false,2020s,,13.0,1271.313628,,5300.0,270.798625,-27.4811111
NGTS-33 b,NGTS-33,ngts-33,Transit,transit,2024,2024,false,2020s,2.827972,18.38272835,1153.71711741,1991.0,437.855,107.8333348,-35.8505185
TOI-178 g,TOI-178,toi-178,Transit,transit,2021,2021,false,2020s,20.71663,2.939,4.4,470.0,62.699,7.3020115,-30.4541159
TOI-1201 b,TOI-1201,toi-1201,Transit,transit,2021,2021,false,2020s,2.4919863,2.415,6.28,703.0,37.8871,42.2476999,-14.5372835
TOI-421 b,TOI-421,toi-421,Transit,transit,2020,2020,false,2020s,5.197576,2.64,6.7,922.0,74.7969,81.8532824,-14.2767404
WASP-195 b,WASP-195,wasp-195,Transit,transit,2025,2025,false,2020s,5.051928,10.31226224,33.05415433,1522.0,484.852,247.5496427,49.895791
TOI-1789 b,TOI-1789,toi-1789,Transit,transit,2021,2021,false,2020s,3.208664,16.14093221,222.4798849,1927.0,229.067,142.743406,26.5399951
TOI-4087 b,TOI-4087,toi-4087,Transit,transit,2023,2023,false,2020s,3.1774835,13.04725353,232.01473711,1458.0,301.676,217.9257785,83.3727061
HD 62364 b,HD 62364,hd 62364,Radial Velocity,radial velocity,2022,2022,false,2020s,5138.0,12.1,5965.63919939,,53.112,113.9052658,-75.5442707
TOI-2019 b,TOI-2019,toi-2019,Transit,transit,2024,2024,false,2020s,15.3444,5.33275337,34.4,917.46,198.007,234.4317651,48.955206
TOI-1798.02,TOI-1798,toi-1798,Transit,transit,2024,2024,false,2020s,0.437811822,1.464,5.6,1935.83,113.181,211.0939367,46.5192825
TOI-4600 b,TOI-4600,toi-4600,Transit,transit,2023,2023,false,2020s,82.6869,6.8,959.84178914,347.0,216.056,258.4503674,64.5661727
K2-353 b,K2-353,k2-353,Transit,transit,2021,2021,false,2020s,15.466805,5.55,26.3,735.0,268.515,201.6168564,-2.2819018
TOI-1806.01,TOI-1806,toi-1806,Transit,transit,2024,2024,false,2020s,15.1454693,3.4095367,11.5,337.47,55.5211,166.1181474,30.4585763
HD 207897 b,HD 207897,hd 207897,Transit,transit,2021,2021,false,2020s,16.20166,2.34302132,14.8,581.75,28.2938,325.2016451,84.3337613
HD 110067 b,HD 110067,hd 110067,Transit,transit,2023,2023,false,2020s,9.113678,2.2,5.69,800.0,32.1585,189.8392243,20.0273377
TOI-3474 b,TOI-3474,toi-3474,Transit,transit,2025,2025,false,2020s,3.8795105,14.67255574,193.87532827,1451.0,420.123,233.5033482,-47.9636597
TOI-1333 b,TOI-1333,toi-1333,Transit,transit,2021,2021,false,2020s,4.720219,15.647764,753.2571,1679.0,200.492,325.0145363,48.4067674
TOI-5181 A b,TOI-5181 A,toi-5181 a,Transit,transit,2025,2025,false,2020s,3.8922295,13.34989601,330.54154328,1585.0,480.155,280.6774738,21.6998203
HD 20329 b,HD 20329,hd 20329,Transit,transit,2022,2022,false,2020s,0.926118,1.72,7.42,2141.0,63.6796,49.178124,15.6563542
TOI-260 b,TOI-260,toi-260,Transit,transit,2024,2024,false,2020s,13.475853,1.71,4.23,493.0,20.1852,4.7730178,-9.9661505
HAT-P-68 b,HAT-P-68,hat-p-68,Transit,transit,2020,2020,false,2020s,2.29840551,12.016048,230.10892,1027.8,202.152,118.4831501,23.9382192
TOI-2141 d,TOI-2141,toi-2141,Radial Velocity,radial velocity,2025,2025,false,2020s,60.45,3.97,14.9,491.4,77.682,258.7623456,18.3403449
TOI-2497 b,TOI-2497,toi-2497,Transit,transit,2023,2023,false,2020s,10.655669,11.14172682,1531.93292174,1595.0,285.289,90.0625878,11.8840577
HD 158259 c,HD 158259,hd 158259,Radial Velocity,radial velocity,2020,2020,false,2020s,3.432,2.23,5.6,,27.0498,261.3495847,52.7904721
TOI-5795 b,TOI-5795,toi-5795,Transit,transit,2025,2025,false,2020s,6.1406325,5.62,23.66,1136.78,156.53,304.868782,-7.5476595
TOI-1798.01,TOI-1798,toi-1798,Transit,transit,2024,2024,false,2020s,8.021522331,2.448,6.5,734.31,113.181,211.0939367,46.5192825
AU Mic b,AU Mic,au mic,Transit,transit,2020,2020,false,2020s,8.46308,3.95677019,20.12,600.0,9.7221,311.2911369,-31.34245
TOI-4201 b,TOI-4201,toi-4201,Transit,transit,2023,2023,false,2020s,3.5819194,13.67495645,788.21444936,725.0,189.011,90.4747237,-13.461371
HD 118203 c,HD 118203,hd 118203,Radial Velocity,radial velocity,2024,2024,false,2020s,5103.0,12.4,3747.19691853,146.0,92.2589,203.509956,53.7281876
TOI-1386 c,TOI-1386,toi-1386,Radial Velocity,radial velocity,2024,2024,false,2020s,232.0,10.3,75.2,327.4,146.858,334.5041029,54.3190454
NGTS-24 b,NGTS-24,ngts-24,Transit,transit,2022,2022,false,2020s,3.4678796,13.60770257,165.27077164,1499.0,683.062,168.5638892,-37.9101328
TOI-1136 e,TOI-1136,toi-1136,Transit,transit,2022,2022,false,2020s,18.801,2.639,6.07,737.0,84.5362,192.1848981,64.8552755
TOI-431 d,TOI-431,toi-431,Transit,transit,2021,2021,false,2020s,12.46103,3.29,9.9,633.0,32.5686,83.2692502,-26.7238698
GJ 341 b,GJ 341,gj 341,Transit,transit,2025,2025,false,2020s,7.57686,0.88,4.0,629.0,10.454,140.3993759,-60.2811692
HIP 94235 b,HIP 94235,hip 94235,Transit,transit,2022,2022,false,2020s,7.713057,3.0,379.0,1060.0,58.5146,287.7411441,-60.2726358
TOI-6628 b,TOI-6628,toi-6628,Transit,transit,2025,2025,false,2020s,18.18424,10.98480109,235.19302118,833.0,320.527,225.8370504,-35.2305793
TOI-1736 b,TOI-1736,toi-1736,Transit,transit,2023,2023,false,2020s,7.073076,3.18175535,12.3,1099.79,88.9482,43.4344615,69.101345
TOI-5174 b,TOI-5174,toi-5174,Transit,transit,2022,2022,false,2020s,12.214286,5.351,24.8,808.37,197.243,174.1094967,-2.0233506
K2-330 b,K2-330,k2-330,Transit,transit,2021,2021,false,2020s,13.774798,2.77,8.1,969.0,160.125,126.8968265,11.6674131
TOI-3235 b,TOI-3235,toi-3235,Transit,transit,2023,2023,false,2020s,2.59261842,11.39953337,211.35589065,604.0,72.811,207.4738488,-46.0665139
TOI-4010 d,TOI-4010,toi-4010,Transit,transit,2023,2023,false,2020s,14.70886,6.18,38.15,650.0,177.504,20.2148196,66.0722009
WASP-193 b,WASP-193,wasp-193,Transit,transit,2023,2023,false,2020s,6.2463475,14.78464554,35.59678158,1250.0,362.087,164.3491401,-29.9971229
HD 135694 b,HD 135694,hd 135694,Transit,transit,2023,2023,false,2020s,15.923475568,2.857,6.1,750.83,73.8713,227.8678636,71.8412965
TOI-815 c,TOI-815,toi-815,Transit,transit,2024,2024,false,2020s,34.976145,2.62,23.5,469.0,59.7117,155.8719377,-43.8349248
TOI-3331 A b,TOI-3331 A,toi-3331 a,Transit,transit,2022,2022,false,2020s,2.0180231,12.97999965,721.47048389,1488.0,217.193,271.3241672,-34.107171
TOI-1438 b,TOI-1438,toi-1438,Transit,transit,2025,2025,false,2020s,5.13967,3.04,9.4,971.0,110.513,280.9237844,74.9378327
TOI-1470 b,TOI-1470,toi-1470,Transit,transit,2023,2023,false,2020s,2.527093,2.18,7.32,734.0,51.9503,10.0891431,61.2133868
TOI-1794 b,TOI-1794,toi-1794,Transit,transit,2024,2024,false,2020s,8.765528,3.29701268,8.7,992.91,155.791,203.3974857,49.0608433
TOI-615 b,TOI-615,toi-615,Transit,transit,2023,2023,false,2020s,4.6615983,18.97680433,138.25535705,1666.0,360.408,133.4086892,-40.543701
TOI-1694 c,TOI-1694,toi-1694,Radial Velocity,radial velocity,2023,2023,false,2020s,393.1,13.8,297.0,,124.68,97.7487104,66.3605956
TOI-2443 b,TOI-2443,toi-2443,Transit,transit,2023,2023,false,2020s,15.66858,2.363,4.8,519.0,23.9258,40.1798608,1.1996757
TOI-3261 b,TOI-3261,toi-3261,Transit,transit,2024,2024,false,2020s,0.8831331,3.82,30.3,1722.0,300.141,47.7285242,-73.531972
TOI-4666 b,TOI-4666,toi-4666,Transit,transit,2025,2025,false,2020s,2.9089168,12.44196858,222.4798849,713.0,154.749,56.2898862,-39.0631799
TOI-776 b,TOI-776,toi-776,Transit,transit,2020,2020,false,2020s,8.24662,1.798,5.0,520.0,27.1701,178.577997,-37.5533568
TOI-512 b,TOI-512,toi-512,Transit,transit,2025,2025,false,2020s,7.18886,1.54,3.57,1009.0,67.3975,96.6467023,-38.6072095
TOI-833 b,TOI-833,toi-833,Transit,transit,2022,2022,false,2020s,1.0418777,1.27,2.15,1118.0,41.7148,145.645472,-62.4758857
TOI-858 B b,TOI-858 B,toi-858 b,Transit,transit,2023,2023,false,2020s,3.2797178,14.06727078,349.6112477,1529.0,250.489,60.1998256,-54.5929177
Kepler-1693 b,Kepler-1693,kepler-1693,Transit,transit,2020,2020,false,2020s,12.0999,1.28938413,2.21,807.0,760.065,290.2015581,48.1857799
HD 199509 b,HD 199509,hd 199509,Radial Velocity,radial velocity,2022,2022,false,2020s,99.62167,7.43,43.22466335,,24.3056,317.3445632,-82.0274926
TOI-2416 b,TOI-2416,toi-2416,Transit,transit,2023,2023,false,2020s,8.275479,9.86390302,953.485221,1080.0,557.733,57.3389409,-60.7871861
HD 110113 c,HD 110113,hd 110113,Radial Velocity,radial velocity,2021,2021,false,2020s,6.744,2.11384817,10.5,990.0,106.307,190.0365636,-44.3120777
TOI-2295 c,TOI-2295,toi-2295,Radial Velocity,radial velocity,2024,2024,false,2020s,966.5,12.8,1783.01736327,234.9,126.279,281.5761962,50.4924657
TOI-1450 A c,TOI-1450 A,toi-1450 a,Transit,transit,2024,2024,false,2020s,5.0688,1.13,1.527,533.0,22.4467,286.8540627,59.0866254
TOI-1136 f,TOI-1136,toi-1136,Transit,transit,2022,2022,false,2020s,26.321,3.73591482,9.7,658.0,84.5362,192.1848981,64.8552755
TOI-1244 b,TOI-1244,toi-1244,Transit,transit,2024,2024,false,2020s,6.400316483,2.467,6.6,714.86,102.551,256.279559,69.519093
HIP 56640 b,HIP 56640,hip 56640,Radial Velocity,radial velocity,2021,2021,false,2020s,2675.57603,12.7,2151.69831539,,122.324,174.2008941,-37.0391349
Kepler-1878 b,Kepler-1878,kepler-1878,Transit,transit,2021,2021,false,2020s,4.445879936,2.92019781,8.86,1063.0,1494.3,300.7324154,44.1070231
WASP-197 b,WASP-197,wasp-197,Transit,transit,2025,2025,false,2020s,5.167228,14.44837612,403.32424848,1665.0,483.675,160.6307133,28.1986255
BEBOP-4 AB b,BEBOP-4 A,bebop-4 a,Radial Velocity,radial velocity,2025,2025,false,2020s,1823.5,,8358.8871041,,234.294,192.5772651,26.1595358
WASP-132 c,WASP-132,wasp-132,Transit,transit,2022,2022,false,2020s,1.01153624,1.841,6.26,1329.0,122.91,217.6091998,-46.159516
K2-394 b,K2-394,k2-394,Transit,transit,2022,2022,false,2020s,5.095717,1.692,3.51,643.0,98.0152,71.110002,16.5185817
TOI-5800 b,TOI-5800,toi-5800,Transit,transit,2025,2025,false,2020s,2.6278838,2.46,9.5,1108.0,42.9052,305.0655462,-7.4119237
Kepler-1849 b,Kepler-1849,kepler-1849,Transit,transit,2021,2021,false,2020s,57.29290009,2.38685349,6.29,355.0,631.884,285.29193,41.2557275
AU Mic c,AU Mic,au mic,Transit,transit,2021,2021,false,2020s,18.85969,2.52202066,9.6,459.0,9.7221,311.2911369,-31.34245
TOI-2015 c,TOI-2015,toi-2015,Transit Timing Variations,transit timing variations,2025,2025,false,2020s,5.582796,2.93,8.91,448.0,47.3444,232.1326528,27.361073
BD+05 4868 A b,BD+05 4868 A,bd+05 4868 a,Transit,transit,2025,2025,false,2020s,1.271869,,6.2,1820.0,43.5687,326.8614036,6.6053185
TOI-2194 b,TOI-2194,toi-2194,Transit,transit,2023,2023,false,2020s,15.337597,1.9892,4.61,590.88,19.5711,299.1563393,-31.3351812
TOI-1224 b,TOI-1224,toi-1224,Transit,transit,2024,2024,false,2020s,4.1782745,2.104,5.08,541.0,37.3312,37.1978356,-80.8991053
TOI-564 b,TOI-564,toi-564,Transit,transit,2020,2020,false,2020s,1.651144,11.43318,464.98529,1714.0,199.581,130.2951535,-16.0363275
Kepler-1656 c,Kepler-1656,kepler-1656,Radial Velocity,radial velocity,2022,2022,false,2020s,1919.0,14.0,126.4,,185.875,284.4722473,39.911889
TOI-1410 c,TOI-1410,toi-1410,Radial Velocity,radial velocity,2024,2024,false,2020s,47.56,5.63,27.0,,72.7512,334.8828486,42.5603141
TOI-1693 b,TOI-1693,toi-1693,Transit,transit,2022,2022,false,2020s,1.7666957,1.41,2.57,764.0,30.7947,90.3083455,34.7730904
OGLE-2018-BLG-0298L b,OGLE-2018-BLG-0298L,ogle-2018-blg-0298l,Microlensing,microlensing,2022,2022,false,2020s,,7.56,44.49597698,,6540.0,264.2845,-29.7091111
TOI-1472 b,TOI-1472,toi-1472,Transit,transit,2024,2024,false,2020s,6.36338574,4.058,18.05,891.0,121.84,14.1142611,48.6375168
TOI-5786 b,TOI-5786,toi-5786,Transit,transit,2025,2025,false,2020s,12.779107,8.54,73.0,1040.0,192.475,293.3223259,30.7042468
TOI-5153 b,TOI-5153,toi-5153,Transit,transit,2022,2022,false,2020s,20.33003,11.88151954,1036.12060682,906.0,390.484,91.5403204,-19.9534443
LP 714-47 b,LP 714-47,lp 714-47,Transit,transit,2020,2020,false,2020s,4.052037,4.7,30.8,700.0,52.616,64.1902212,-12.0848643
TOI-1184 b,TOI-1184,toi-1184,Transit,transit,2024,2024,false,2020s,5.748433803,2.39,6.8,715.47,58.5946,272.2045196,60.6787845
TOI-4406 b,TOI-4406,toi-4406,Transit,transit,2023,2023,false,2020s,30.08364,11.2089807,95.3485221,904.0,261.834,18.0485164,-56.9253875
TOI-762 A b,TOI-762 A,toi-762 a,Transit,transit,2024,2024,false,2020s,3.4716826,8.33948164,79.77493016,555.4,98.4458,166.0747423,-47.8214964
Kepler-1983 b,Kepler-1983,kepler-1983,Transit,transit,2023,2023,false,2020s,7.32851947,2.33,6.04,807.0,424.428,297.042015,39.9121864
TOI-2266 b,TOI-2266,toi-2266,Transit,transit,2024,2024,false,2020s,2.326318,1.54,2.99,550.0,51.6004,245.2800398,31.5770413
TOI-6041 c,TOI-6041,toi-6041,Radial Velocity,radial velocity,2025,2025,false,2020s,88.0,10.5,77.9,403.5,72.4731,46.0610334,43.5576668
HD 109833 c,HD 109833,hd 109833,Transit,transit,2022,2022,false,2020s,13.900148,2.59,7.22,756.7,79.5561,189.7758591,-74.5740205
Kepler-1870 b,Kepler-1870,kepler-1870,Transit,transit,2021,2021,false,2020s,3.606940031,2.10143764,5.07,1046.0,407.216,293.9335076,40.590704
GJ 508.2 b,GJ 508.2,gj 508.2,Radial Velocity,radial velocity,2025,2025,false,2020s,5300.0,,587.98255295,,16.6374,200.2443854,34.2776644
Kepler-1905 b,Kepler-1905,kepler-1905,Transit,transit,2021,2021,false,2020s,3.42392993,1.4460734,2.69,1212.0,1051.53,292.5733475,46.3668273
Kepler-1839 b,Kepler-1839,kepler-1839,Transit,transit,2021,2021,false,2020s,5.056759834,1.9493759,4.46,1049.0,1136.6,294.2244432,50.0755761
