pl_name,hostname,hostname_canon,discoverymethod,discoverymethod_canon,disc_year,disc_year_int,disc_year_bad,disc_era,pl_orbper,pl_rade,pl_bmasse,pl_eqt,sy_dist,ra,dec
Kepler-1085 c,Kepler-1085,kepler-1085,Transit,transit,2020,2020,false,2020s,56.7771,3.26817741,10.7,491.0,1364.53,287.4776359,46.1411685
Kepler-1856 b,Kepler-1856,kepler-1856,Transit,transit,2021,2021,false,2020s,1.302000046,1.73447868,3.66,1344.0,848.76,295.9091695,51.3478777
Kepler-1958 b,Kepler-1958,kepler-1958,Transit,transit,2021,2021,false,2020s,9.328619957,2.05124311,4.86,806.0,1320.38,289.1041643,41.6901138
TOI-169 b,TOI-169,toi-169,Transit,transit,2020,2020,false,2020s,2.2554477,12.172974,251.40353,1715.0,407.84,16.7786879,-75.1989452
Kepler-879 c,Kepler-879,kepler-879,Transit,transit,2024,2024,false,2020s,0.646716,0.4,0.0364,,802.672,295.8065515,50.9097521
HD 33142 d,HD 33142,hd 33142,Radial Velocity,radial velocity,2022,2022,false,2020s,89.9,9.32,63.5656814,,121.375,76.8980559,-13.9863374
Kepler-1695 b,Kepler-1695,kepler-1695,Transit,transit,2020,2020,false,2020s,4.7329,1.11948901,1.46,957.0,791.175,293.6193001,46.4134015
NGTS-11 b,NGTS-11,ngts-11,Transit,transit,2020,2020,false,2020s,35.45533,9.157753,109.33352,435.0,190.422,23.5214497,-14.4191493
TOI-1728 b,TOI-1728,toi-1728,Transit,transit,2020,2020,false,2020s,3.49151,5.05,26.78,767.0,60.798,120.6116787,64.7971531
HIP 114933 b,HIP 114933,hip 114933,Radial Velocity,radial velocity,2021,2021,false,2020s,1481.6,13.4,616.58710958,,101.766,349.2071949,-21.2033101
Kepler-1162 c,Kepler-1162,kepler-1162,Transit,transit,2023,2023,false,2020s,59.284064,1.81,3.93,401.0,940.211,283.2920273,45.4339813
HD 86226 c,HD 86226,hd 86226,Transit,transit,2020,2020,false,2020s,3.98442,2.16,7.25,1311.0,45.683,149.1235154,-24.0991859
HD 158259 b,HD 158259,hd 158259,Radial Velocity,radial velocity,2020,2020,false,2020s,2.178,1.28228,2.22,1462.0,27.0498,261.3495847,52.7904721
HD 158259 d,HD 158259,hd 158259,Radial Velocity,radial velocity,2020,2020,false,2020s,5.1980814,2.18,5.41,,27.0498,261.3495847,52.7904721
HD 158259 e,HD 158259,hd 158259,Radial Velocity,radial velocity,2020,2020,false,2020s,7.951,2.34,6.08,,27.0498,261.3495847,52.7904721
HD 158259 f,HD 158259,hd 158259,Radial Velocity,radial velocity,2020,2020,false,2020s,12.028,2.35,6.14,,27.0498,261.3495847,52.7904721
COCONUTS-2 b,COCONUTS-2 A,coconuts-2 a,Imaging,imaging,2021,2021,false,2020s,402000000.0,12.44196858,2542.627256,434.0,10.8864,117.300914,-76.702696
HIP 65 A b,HIP 65 A,hip 65 a,Transit,transit,2020,2020,false,2020s,0.9809734,22.75427,1021.18779,1411.0,61.7856,0.1856063,-54.8308228
LTT 9779 b,LTT 9779,ltt 9779,Transit,transit,2020,2020,false,2020s,0.792052,4.72,29.32,1978.0,80.4373,358.6688767,-37.6282237
WD 1856+534 b,WD 1856+534,wd 1856+534,Transit,transit,2020,2020,false,2020s,1.4079405,10.4,4386.054,163.0,24.7359,284.415675,53.5090244
Kepler-1820 b,Kepler-1820,kepler-1820,Transit,transit,2021,2021,false,2020s,31.03249931,3.11883067,9.9,561.0,1425.39,296.71274,48.2722828
WASP-176 b,WASP-176,wasp-176,Transit,transit,2020,2020,false,2020s,3.899052,16.869545,271.74465,1721.0,568.42,313.6872928,9.1790688
Kepler-1867 b,Kepler-1867,kepler-1867,Transit,transit,2021,2021,false,2020s,9.887359619,1.15985997,1.65,768.0,680.583,294.9971007,43.4358698
Kepler-1834 c,Kepler-1834,kepler-1834,Transit,transit,2023,2023,false,2020s,0.766691517,1.22,1.98,1541.0,500.395,294.6646789,39.7838461
WASP-187 b,WASP-187,wasp-187,Transit,transit,2020,2020,false,2020s,5.147878,18.38276,254.264,1760.0,371.414,17.47474,25.6816494
TOI-451 c,TOI-451,toi-451,Transit,transit,2020,2020,false,2020s,9.192522,3.1,9.8,875.0,123.739,62.966385,-37.93973
TOI-451 b,TOI-451,toi-451,Transit,transit,2020,2020,false,2020s,1.858703,1.91,4.31,1491.0,123.739,62.966385,-37.93973
TOI-451 d,TOI-451,toi-451,Transit,transit,2020,2020,false,2020s,16.364988,4.07,15.6,722.0,123.739,62.966385,-37.93973
GJ 433 d,GJ 433,gj 433,Radial Velocity,radial velocity,2020,2020,false,2020s,36.059,2.14,5.223,,9.06456,173.8619194,-32.5436302
TOI-540 b,TOI-540,toi-540,Transit,transit,2020,2020,false,2020s,1.2391491,0.903,0.674,611.0,14.0022,76.3096949,-47.9375391
Kepler-1900 b,Kepler-1900,kepler-1900,Transit,transit,2021,2021,false,2020s,2.986229897,1.62314676,3.27,1356.0,1540.43,291.8863206,44.4790319
TOI-251 b,TOI-251,toi-251,Transit,transit,2021,2021,false,2020s,4.93777,2.74,317.83,1041.19,99.523,353.0620655,-37.2558629
Kepler-1673 b,Kepler-1673,kepler-1673,Transit,transit,2020,2020,false,2020s,33.7888,2.9355194,8.93,611.0,727.187,285.6671724,48.7195865
GJ 3473 c,GJ 3473,gj 3473,Radial Velocity,radial velocity,2020,2020,false,2020s,15.509,2.63,7.41,329.1,27.3644,120.5936065,3.3371629
GJ 3473 b,GJ 3473,gj 3473,Transit,transit,2020,2020,false,2020s,1.1980035,1.264,1.86,773.0,27.3644,120.5936065,3.3371629
TOI-954 b,TOI-954,toi-954,Transit,transit,2020,2020,false,2020s,3.6849729,9.550068,55.30242,1526.0,238.768,61.9410587,-25.2088028
LP 791-18 d,LP 791-18,lp 791-18,Transit,transit,2023,2023,false,2020s,2.753436,1.032,0.9,395.5,26.4927,165.6904843,-16.4064445
Kepler-1972 b,Kepler-1972,kepler-1972,Transit,transit,2022,2022,false,2020s,7.54425,0.802,2.02,1084.0,287.339,288.3953074,39.8725067
HIP 19976 b,HIP 19976,hip 19976,Radial Velocity,radial velocity,2022,2022,false,2020s,50.65905,4.94,21.61233168,,40.2707,64.2597881,-40.7985198
Kepler-1744 b,Kepler-1744,kepler-1744,Transit,transit,2021,2021,false,2020s,37.10110092,3.76754004,13.6,532.0,1091.63,291.0206823,42.4624633
BD+37 3172 b,BD+37 3172,bd+37 3172,Radial Velocity,radial velocity,2023,2023,false,2020s,1887.76,12.4,3368.9811142,,454.251,278.8155071,38.1153886
Kepler-1670 b,Kepler-1670,kepler-1670,Transit,transit,2020,2020,false,2020s,20.4998,3.3564801,11.2,731.0,2065.98,290.3264599,43.121755
K2-329 b,K2-329,k2-329,Transit,transit,2020,2020,false,2020s,12.4551225,8.675766,82.6358,650.0,233.237,351.1353785,-5.1641451
HD 96992 b,HD 96992,hd 96992,Radial Velocity,radial velocity,2021,2021,false,2020s,514.0,13.7,362.3262,,396.082,167.5966158,43.9189897
TOI-481 b,TOI-481,toi-481,Transit,transit,2020,2020,false,2020s,10.33111,11.09691,486.2799,1370.0,179.366,110.5126861,-57.384998
TOI-905 b,TOI-905,toi-905,Transit,transit,2020,2020,false,2020s,3.739494,13.125739,211.99261,1192.0,158.649,227.6586754,-71.3616316
K2-73 c,K2-73,k2-73,Radial Velocity,radial velocity,2025,2025,false,2020s,1000.0,13.0,1142.0,186.1,269.183,335.025662,-9.0560881
Kepler-1795 b,Kepler-1795,kepler-1795,Transit,transit,2021,2021,false,2020s,13.36019993,1.66301611,3.4,520.0,,286.4792568,39.2698793
TIC 237913194 b,TIC 237913194,tic 237913194,Transit,transit,2020,2020,false,2020s,15.168865,12.520453,617.22586,974.0,306.063,22.4458116,-60.7399096
NGTS-13 b,NGTS-13,ngts-13,Transit,transit,2021,2021,false,2020s,4.119027,12.800678,1538.2972,1605.0,647.595,176.2402326,-38.1397158
Kepler-1468 d,Kepler-1468,kepler-1468,Transit,transit,2021,2021,false,2020s,19.59059906,3.33187146,11.1,819.0,1899.24,293.5198289,41.2773671
Kepler-1769 b,Kepler-1769,kepler-1769,Transit,transit,2021,2021,false,2020s,89.1934967,4.465,18.2,483.0,438.412,294.7433755,43.4611633
Kepler-1987 e,Kepler-1987,kepler-1987,Transit,transit,2023,2023,false,2020s,8.74292005,1.92,4.35,643.0,595.683,295.8254663,42.9433716
TOI-763 c,TOI-763,toi-763,Transit,transit,2020,2020,false,2020s,12.2737,2.63,9.32,800.0,95.1274,194.468098,-39.7580613
HATS-71 b,HATS-71,hats-71,Transit,transit,2020,2020,false,2020s,3.7955202,11.478016,117.5971,586.8,140.225,15.5518893,-61.7561333
TOI-824 b,TOI-824,toi-824,Transit,transit,2020,2020,false,2020s,1.392978,2.926,18.467,1253.0,63.9262,222.1654705,-57.5888666
GJ 251 b,GJ 251,gj 251,Radial Velocity,radial velocity,2020,2020,false,2020s,14.237,1.79,3.85,336.0,5.58057,103.7002499,33.2664632
Kepler-1931 b,Kepler-1931,kepler-1931,Transit,transit,2021,2021,false,2020s,38.5760994,2.65323514,7.53,619.0,620.091,290.8723061,43.3330104
HAT-P-62 b,HAT-P-62,hat-p-62,Transit,transit,2021,2021,false,2020s,2.6453235,12.02723629,241.86741773,1512.0,348.815,74.5043816,48.3008551
HAT-P-63 b,HAT-P-63,hat-p-63,Transit,transit,2021,2021,false,2020s,3.377728,12.5428494,195.1466419,1237.0,403.458,269.5720695,5.7613709
Kepler-1165 c,Kepler-1165,kepler-1165,Transit,transit,2021,2021,false,2020s,29.96870041,3.36093385,11.2,644.0,1575.2,286.9712284,44.7082669
Kepler-1487 c,Kepler-1487,kepler-1487,Transit,transit,2023,2023,false,2020s,35.8007112,7.97,48.7,991.0,1014.62,295.4980737,38.6444499
Kepler-1821 b,Kepler-1821,kepler-1821,Transit,transit,2021,2021,false,2020s,16.45809937,2.59248115,7.24,644.0,799.699,294.5254573,49.872484
K2-348 b,K2-348,k2-348,Transit,transit,2021,2021,false,2020s,4.688418,3.26,10.7,908.0,201.856,130.8783479,24.4229559
Kepler-1073 d,Kepler-1073,kepler-1073,Transit,transit,2021,2021,false,2020s,2.504760027,1.48770949,2.82,1369.0,809.897,294.1527259,38.2330886
K2-138 g,K2-138,k2-138,Transit,transit,2021,2021,false,2020s,41.96797,3.013,4.32,445.0,202.585,348.9490311,-10.8497391
TOI-1231 b,TOI-1231,toi-1231,Transit,transit,2021,2021,false,2020s,24.245586,3.65,15.4,329.6,27.6227,156.74726,-52.4678724
TOI-1062 b,TOI-1062,toi-1062,Transit,transit,2021,2021,false,2020s,4.11296,2.265,10.15,1077.0,82.1733,38.1209678,-78.0236828
TOI-257 b,TOI-257,toi-257,Transit,transit,2021,2021,false,2020s,18.38818,7.16253867,43.86032017,1027.0,76.9028,47.5172608,-50.8322632
TOI-532 b,TOI-532,toi-532,Transit,transit,2021,2021,false,2020s,2.3266508,5.82,61.5,867.0,135.047,85.0800537,11.5626373
K2-344 b,K2-344,k2-344,Transit,transit,2021,2021,false,2020s,3.35585,1.59,3.15,722.0,75.1691,136.3614923,21.6685886
Kepler-1708 b,Kepler-1708,kepler-1708,Transit,transit,2021,2021,false,2020s,737.1131,9.96,1462.0106722,,1666.69,296.8241065,43.6248197
TOI-1749 d,TOI-1749,toi-1749,Transit,transit,2021,2021,false,2020s,9.0497,2.52,15.0,533.0,99.5561,282.7372281,64.419466
TOI-674 b,TOI-674,toi-674,Transit,transit,2021,2021,false,2020s,1.977143,5.25,23.6,635.0,46.0851,164.5865592,-36.8581092
TOI-1062 c,TOI-1062,toi-1062,Radial Velocity,radial velocity,2021,2021,false,2020s,7.972,3.1,9.78,859.0,82.1733,38.1209678,-78.0236828
HD 5278 b,HD 5278,hd 5278,Transit,transit,2021,2021,false,2020s,14.339156,2.45,7.8,943.0,57.5846,12.5467785,-83.7437671
K2-99 c,K2-99,k2-99,Radial Velocity,radial velocity,2022,2022,false,2020s,522.2,12.6,2669.7586188,390.0,519.229,208.7737624,-5.4424943
TOI-269 b,TOI-269,toi-269,Transit,transit,2021,2021,false,2020s,3.6977104,2.77,8.8,531.0,57.0225,75.8462827,-54.1777213
TOI-628 b,TOI-628,toi-628,Transit,transit,2021,2021,false,2020s,3.4095675,11.88154,2011.8639,1586.0,178.68,99.2630608,1.7675497
HD 64121 b,HD 64121,hd 64121,Radial Velocity,radial velocity,2022,2022,false,2020s,623.0,13.2,813.64072192,,129.966,117.3651424,-54.8126136
HAT-P-58 b,HAT-P-58,hat-p-58,Transit,transit,2021,2021,false,2020s,4.0138379,14.93036229,118.2321674,1622.0,515.59,68.8465093,56.8682691
HAT-P-59 b,HAT-P-59,hat-p-59,Transit,transit,2021,2021,false,2020s,4.1419771,12.58768533,489.45574678,1277.8,265.471,292.4588212,62.5291892
TOI-2202 c,TOI-2202,toi-2202,Transit Timing Variations,transit timing variations,2021,2021,false,2020s,24.6744,13.4,117.27868218,,235.933,51.2284214,-73.9575458
K2-333 b,K2-333,k2-333,Transit,transit,2021,2021,false,2020s,14.759287,6.18,31.6,826.0,343.99,136.7892752,15.2056765
Kepler-1894 c,Kepler-1894,kepler-1894,Transit,transit,2023,2023,false,2020s,5.05368985,1.21,1.92,1007.0,935.191,295.5864604,49.6668523
K2-331 b,K2-331,k2-331,Transit,transit,2021,2021,false,2020s,9.398977,1.79,3.86,909.0,211.43,132.7376431,13.170269
TOI-2184 b,TOI-2184,toi-2184,Transit,transit,2022,2022,false,2020s,6.90683,11.39953337,206.58846455,1676.05,788.317,100.8331246,-66.9476563
Kepler-1981 b,Kepler-1981,kepler-1981,Transit,transit,2023,2023,false,2020s,453.54212,9.23,62.5,390.0,659.395,287.9754691,38.7402988
Kepler-1784 b,Kepler-1784,kepler-1784,Transit,transit,2021,2021,false,2020s,13.59049988,2.79936489,8.24,724.0,883.045,297.9541684,44.6674491
Kepler-1894 b,Kepler-1894,kepler-1894,Transit,transit,2021,2021,false,2020s,2.762660027,1.20117759,1.87,1231.0,935.191,295.5864604,49.6668523
TOI-2257 b,TOI-2257,toi-2257,Transit,transit,2021,2021,false,2020s,35.189346,2.194,5.45,256.0,57.7911,194.7396141,77.6617157
LTT 1445 A c,LTT 1445 A,ltt 1445 a,Transit,transit,2022,2022,false,2020s,3.1239035,1.147,1.54,508.0,6.86929,45.4624781,-16.5944956
K2-337 b,K2-337,k2-337,Transit,transit,2021,2021,false,2020s,16.273563,2.62,7.37,850.0,421.636,127.761137,16.9004702
Kepler-1725 b,Kepler-1725,kepler-1725,Transit,transit,2021,2021,false,2020s,16.71990013,2.8125177,8.31,767.0,558.652,294.3735518,40.1946345
HATS-75 b,HATS-75,hats-75,Transit,transit,2021,2021,false,2020s,2.7886556,9.90873894,156.05374784,772.3,194.964,60.9493919,-25.4089214
Kepler-1991 b,Kepler-1991,kepler-1991,Transit,transit,2023,2023,false,2020s,13.26079792,1.47,2.76,760.0,855.82,285.0360506,45.0709909
TIC 172900988 b,TIC 172900988 Aa,tic 172900988 aa,Transit,transit,2021,2021,false,2020s,200.452,11.25,942.0,,250.956,128.6616644,31.5539793
TOI-3362 b,TOI-3362,toi-3362,Transit,transit,2021,2021,false,2020s,18.09547,12.80065596,1598.3590588,688.0,366.987,155.9841428,-56.8431169
GPX-1 b,GPX-1,gpx-1,Transit,transit,2021,2021,false,2020s,1.744579,16.47720163,6261.2196179,2300.0,655.013,38.3691648,56.025708
TOI-559 b,TOI-559,toi-559,Transit,transit,2021,2021,false,2020s,6.9839095,12.22899794,1910.14872607,1180.0,233.266,46.8186159,-31.1629951
TOI-530 b,TOI-530,toi-530,Transit,transit,2021,2021,false,2020s,6.387597,9.30345398,127.1313628,565.0,148.762,103.4128333,12.8815784
HD 75302 b,HD 75302,hd 75302,Radial Velocity,radial velocity,2023,2023,false,2020s,4356.0,12.8,1716.2733978,,30.3288,132.3015641,3.4850141
Kepler-647 c,Kepler-647,kepler-647,Transit,transit,2020,2020,false,2020s,29.6663,4.00135002,15.1,644.0,1087.87,284.7882977,44.5916225
TOI-1431 b,TOI-1431,toi-1431,Transit,transit,2021,2021,false,2020s,2.650237,16.70138124,991.62462984,2370.0,148.925,316.2036922,55.5880221
K2-346 b,K2-346,k2-346,Transit,transit,2021,2021,false,2020s,26.201446,2.26,5.73,450.0,105.58,125.9864854,22.663226
Kepler-1671 b,Kepler-1671,kepler-1671,Transit,transit,2020,2020,false,2020s,4.16787,1.32557381,2.32,962.0,357.059,291.7484295,39.4467817
Kepler-1843 b,Kepler-1843,kepler-1843,Transit,transit,2021,2021,false,2020s,25.54339981,2.70909809,7.8,772.0,784.625,292.8852302,41.279169
TOI-1860 b,TOI-1860,toi-1860,Transit,transit,2022,2022,false,2020s,1.0662107,1.31,2.27,1885.0,45.864,226.4567308,64.0476821
TOI-2260 b,TOI-2260,toi-2260,Transit,transit,2022,2022,false,2020s,0.3524728,1.62,3.26,2609.0,101.251,247.6669998,49.0467891
Kepler-1852 b,Kepler-1852,kepler-1852,Transit,transit,2021,2021,false,2020s,7.970940113,1.88610592,4.22,760.0,772.481,288.0297157,40.3441934
HD 153557 c,HD 153557,hd 153557,Radial Velocity,radial velocity,2022,2022,false,2020s,15.27018,4.36,17.48056238,,17.9412,254.4706516,47.3678558
Kepler-1736 b,Kepler-1736,kepler-1736,Transit,transit,2021,2021,false,2020s,37.81029892,3.8765856,14.3,566.0,1430.0,289.7766991,38.2622374
HD 184010 c,HD 184010,hd 184010,Radial Velocity,radial velocity,2022,2022,false,2020s,484.3,11.8,95.3485221,,60.7993,292.8401421,26.6172796
Kepler-1871 b,Kepler-1871,kepler-1871,Transit,transit,2021,2021,false,2020s,1.952700019,2.42172881,6.44,1403.0,854.623,292.4275044,38.4728824
GJ 3512 c,GJ 3512,gj 3512,Radial Velocity,radial velocity,2020,2020,false,2020s,2354.0,14.3,143.97626837,,9.48637,130.3316616,59.4918364
TOI-2337 b,TOI-2337,toi-2337,Transit,transit,2022,2022,false,2020s,2.99432,10.08808263,508.5254512,1272.46,536.046,290.6198948,60.8539035
TOI-4329 b,TOI-4329,toi-4329,Transit,transit,2022,2022,false,2020s,2.9223,16.81347105,143.02278315,2027.12,717.128,329.5639152,71.1316048
TOI-2445 b,TOI-2445,toi-2445,Transit,transit,2022,2022,false,2020s,0.3711281,1.25,2.1,1060.0,48.582,43.3161555,0.0523366
Kepler-1923 b,Kepler-1923,kepler-1923,Transit,transit,2021,2021,false,2020s,52.60969925,1.95958179,4.5,553.0,990.838,298.0834457,40.3462551
TOI-2180 b,TOI-2180,toi-2180,Transit,transit,2022,2022,false,2020s,260.79,11.32107051,875.61726129,348.0,116.685,277.94363,56.6506789
TOI-836.01,TOI-836,toi-836,Transit,transit,2021,2021,false,2020s,8.59545,2.587,9.6,665.0,27.5024,225.0798831,-24.4542022
TOI-206 b,TOI-206,toi-206,Transit,transit,2022,2022,false,2020s,0.7363104,1.3,2.24,910.0,47.7465,73.7382202,-62.521874
TOI-2669 b,TOI-2669,toi-2669,Transit,transit,2022,2022,false,2020s,6.2034,19.72780603,193.87532827,1226.0,393.443,134.7226445,-13.3125792
Kepler-1802 c,Kepler-1802,kepler-1802,Transit,transit,2021,2021,false,2020s,33.13610077,2.322,6.0,357.0,636.694,300.2420869,44.1412854
TOI-1064 b,TOI-1064,toi-1064,Transit,transit,2022,2022,false,2020s,6.443868,2.587,13.5,784.0,68.0726,296.0039349,-47.5620305
TOI-1064 c,TOI-1064,toi-1064,Transit,transit,2022,2022,false,2020s,12.226574,2.651,2.5,634.0,68.0726,296.0039349,-47.5620305
Kepler-1887 b,Kepler-1887,kepler-1887,Transit,transit,2021,2021,false,2020s,19.94750023,2.92454357,8.88,625.0,1366.18,288.9555263,44.705707
Kepler-1181 c,Kepler-1181,kepler-1181,Transit,transit,2023,2023,false,2020s,8.93484887,1.83,4.01,1124.0,938.417,289.7473165,39.5234131
Kepler-1925 b,Kepler-1925,kepler-1925,Transit,transit,2021,2021,false,2020s,46.71640015,3.00177922,9.28,531.0,1771.31,289.8287452,45.1026883
K2-390 b,K2-390,k2-390,Transit,transit,2022,2022,false,2020s,3.312792,4.662,19.6,1119.0,456.122,355.702386,-9.5887124
K2-370 b,K2-370,k2-370,Transit,transit,2022,2022,false,2020s,2.14084,3.207,10.4,1267.0,144.202,67.8205302,19.8316901
K2-405 b,K2-405,k2-405,Transit,transit,2022,2022,false,2020s,3.435471,4.569,18.9,969.0,197.234,164.3759959,12.535614
Kepler-1686 b,Kepler-1686,kepler-1686,Transit,transit,2020,2020,false,2020s,9.30987,1.42553017,2.62,913.0,729.823,291.6067189,42.0359783
TOI-1246 b,TOI-1246,toi-1246,Transit,transit,2022,2022,false,2020s,4.30744,3.01,8.1,955.0,169.422,251.1158702,70.4299917
Kepler-1961 b,Kepler-1961,kepler-1961,Transit,transit,2021,2021,false,2020s,5.604710102,1.6187808,3.25,866.0,1042.45,286.3300783,39.6831276
Kepler-1746 b,Kepler-1746,kepler-1746,Transit,transit,2021,2021,false,2020s,321.2120056,8.93504475,59.1,310.0,979.541,288.3203979,42.2613874
Kepler-725 c,Kepler-725,kepler-725,Transit Timing Variations,transit timing variations,2025,2025,false,2020s,207.541,3.08,9.7,268.0,758.469,283.9774949,44.8115613
GJ 2056 b,GJ 2056,gj 2056,Radial Velocity,radial velocity,2020,2020,false,2020s,69.971,4.17,16.2,,28.4434,108.0194945,-24.8921008
TOI-2081 b,TOI-2081,toi-2081,Transit,transit,2022,2022,false,2020s,10.50534,2.04,4.82,488.0,62.3446,264.3022634,53.0255666
TOI-4479 b,TOI-4479,toi-4479,Transit,transit,2022,2022,false,2020s,1.1589,2.82,8.35,861.0,80.6532,316.0969388,24.6536739
TOI-500 c,TOI-500,toi-500,Radial Velocity,radial velocity,2022,2022,false,2020s,6.6356,2.09,5.03,,47.3924,106.559098,-47.5878156
K2-157 c,K2-157,k2-157,Radial Velocity,radial velocity,2025,2025,false,2020s,25.942,6.08,30.8,587.0,298.373,183.7514959,-5.7820178
TOI-1670 c,TOI-1670,toi-1670,Transit,transit,2022,2022,false,2020s,40.74976,11.06326395,200.23189641,684.0,168.067,259.0172522,72.1611806
Kepler-1929 b,Kepler-1929,kepler-1929,Transit,transit,2021,2021,false,2020s,59.36249924,3.07250761,9.65,566.0,508.201,299.5833362,47.4481244
TOI-1107 b,TOI-1107,toi-1107,Transit,transit,2022,2022,false,2020s,4.0782387,14.57167491,1064.72516345,1728.0,281.314,155.6078632,-82.2188693
TOI-2136 b,TOI-2136,toi-2136,Transit,transit,2022,2022,false,2020s,7.851928,2.19,6.37,395.0,33.3631,281.1763433,36.5631318
Gaia-2 b,Gaia-2,gaia-2,Transit,transit,2022,2022,false,2020s,3.6915224,14.81827249,259.66580852,1213.23,209.229,110.7353308,67.2526565
TOI-1759 b,TOI-1759,toi-1759,Transit,transit,2022,2022,false,2020s,18.85019,3.14,10.8,443.0,40.0654,326.8516615,62.7538164
K2-336 b,K2-336,k2-336,Transit,transit,2021,2021,false,2020s,21.194733,1.22,1.98,569.0,239.289,133.8382032,16.7940663
TOI-1268 b,TOI-1268,toi-1268,Transit,transit,2022,2022,false,2020s,8.1577094,9.1,96.4,918.9,109.557,198.3885831,62.3053799
TOI-500 b,TOI-500,toi-500,Transit,transit,2022,2022,false,2020s,0.548177,1.166,1.42,1617.0,47.3924,106.559098,-47.5878156
GJ 3929 b,GJ 3929,gj 3929,Transit,transit,2022,2022,false,2020s,2.616235,1.09,1.75,568.0,15.8095,239.5775678,35.4081141
GJ 3929 c,GJ 3929,gj 3929,Radial Velocity,radial velocity,2022,2022,false,2020s,15.04,2.26,5.71,317.0,15.8095,239.5775678,35.4081141
HD 260655 c,HD 260655,hd 260655,Transit,transit,2022,2022,false,2020s,5.70588,1.533,3.09,557.0,10.0055,99.2915429,17.5662696
HD 260655 b,HD 260655,hd 260655,Transit,transit,2022,2022,false,2020s,2.76953,1.24,2.14,709.0,10.0055,99.2915429,17.5662696
TOI-3714 b,TOI-3714,toi-3714,Transit,transit,2022,2022,false,2020s,2.154849,11.32107051,222.4798849,750.0,112.71,69.5523415,39.4580035
K2-368 b,K2-368,k2-368,Transit,transit,2022,2022,false,2020s,5.025598,1.332,2.34,,206.608,332.6357627,-11.1661157
TOI-620 b,TOI-620,toi-620,Transit,transit,2022,2022,false,2020s,5.0988179,3.76,13.6,603.6,33.0231,142.1734459,-12.1671652
Kepler-1873 b,Kepler-1873,kepler-1873,Transit,transit,2021,2021,false,2020s,0.558842003,1.62573811,3.28,1787.0,820.957,294.596557,46.0483705
HD 73583 b,HD 73583,hd 73583,Transit,transit,2022,2022,false,2020s,6.398042,2.79,10.2,714.0,31.5666,129.6883026,-13.2565267
Kepler-1807 b,Kepler-1807,kepler-1807,Transit,transit,2021,2021,false,2020s,10.86060047,2.70393215,7.77,1108.0,1299.32,291.5494119,44.5272788
NGTS-20 b,NGTS-20,ngts-20,Transit,transit,2022,2022,false,2020s,54.18915,11.99360935,947.12865286,688.0,382.898,46.2926368,-21.9336472
Gaia-1 b,Gaia-1,gaia-1,Transit,transit,2022,2022,false,2020s,3.052524,13.77583728,533.95172376,1159.07,363.66,90.6436658,-0.5771099
HD 73583 c,HD 73583,hd 73583,Transit,transit,2022,2022,false,2020s,18.87974,2.39,9.7,498.0,31.5666,129.6883026,-13.2565267
Kepler-1845 b,Kepler-1845,kepler-1845,Transit,transit,2021,2021,false,2020s,11.60649967,2.43836702,6.52,584.0,710.724,292.9016226,38.297032
HD 194490 b,HD 194490,hd 194490,Radial Velocity,radial velocity,2022,2022,false,2020s,13092.18348,12.4,3561.90295725,,80.2349,306.9980087,-51.6644646
HD 56414 b,HD 56414,hd 56414,Transit,transit,2022,2022,false,2020s,29.04992,3.71,13.3,1133.0,272.217,107.8436846,-68.8333403
WASP-148 b,WASP-148,wasp-148,Transit,transit,2020,2020,false,2020s,8.803809,8.47398941,91.21675281,940.0,246.353,254.1305022,44.3025361
K2-398 c,K2-398,k2-398,Transit,transit,2022,2022,false,2020s,18.787839,5.098,22.8,,606.992,161.7349738,1.9367044
TOI-2048 b,TOI-2048,toi-2048,Transit,transit,2022,2022,false,2020s,13.79019,2.61,7.32,646.0,116.567,237.9241066,52.3063083
TOI-3757 b,TOI-3757,toi-3757,Transit,transit,2022,2022,false,2020s,3.438753,12.0,85.3,759.0,181.139,91.0036423,55.0199793
TOI-1820 b,TOI-1820,toi-1820,Transit,transit,2022,2022,false,2020s,4.860674,12.778238,731.0053361,1375.0,248.504,187.6867207,27.4520016
Kepler-1899 b,Kepler-1899,kepler-1899,Transit,transit,2021,2021,false,2020s,4.095779896,1.55098292,3.02,851.0,711.509,292.0333777,37.9744551
HD 23472 f,HD 23472,hd 23472,Transit,transit,2022,2022,false,2020s,12.1621839,1.137,0.77,630.0,39.0341,55.4590314,-62.7672667
HD 23472 d,HD 23472,hd 23472,Transit,transit,2022,2022,false,2020s,3.97664,0.75,0.55,909.0,39.0341,55.4590314,-62.7672667
TOI-2570 b,TOI-2570,toi-2570,Transit,transit,2022,2022,false,2020s,2.9887615,13.64132951,260.61929374,1431.0,361.857,87.1880397,32.0840435
TOI-1452 b,TOI-1452,toi-1452,Transit,transit,2022,2022,false,2020s,11.06201,1.672,4.82,326.0,30.5212,290.1739741,73.1951082
EPIC 228836835 b,EPIC 228836835,epic 228836835,Transit,transit,2021,2021,false,2020s,0.728113,1.1,1.37,932.0,150.124,189.5748998,-5.2446247
HD 161178 b,HD 161178,hd 161178,Radial Velocity,radial velocity,2021,2021,false,2020s,279.3,14.1,181.16219199,,107.188,264.2873565,72.455859
TOI-2545 b,TOI-2545,toi-2545,Transit,transit,2022,2022,false,2020s,7.994037,2.75,8.0,1022.99,107.118,135.5458029,-3.4208194
